method,time_h,time_days,cumulative_injection_m3
Flood MAR,25.750000000000,1.072916666667,1113.866128415
Flood MAR,25.800000000000,1.075000000000,1115.767311722
Flood MAR,25.850000000000,1.077083333333,1117.668422296
Flood MAR,25.900000000000,1.079166666667,1119.569460136
Flood MAR,25.950000000000,1.081250000000,1121.470425243
Flood MAR,26.000000000000,1.083333333333,1123.371317616
Flood MAR,26.004833333333,1.083534722222,1123.555066691
Flood MAR,26.050000000000,1.085416666667,1125.272141653
Flood MAR,26.100000000000,1.087500000000,1127.172903680
Flood MAR,26.150000000000,1.089583333333,1129.073603748
Flood MAR,26.200000000000,1.091666666667,1130.974241857
Flood MAR,26.250000000000,1.093750000000,1132.874818007
Flood MAR,26.300000000000,1.095833333333,1134.775332198
Flood MAR,26.350000000000,1.097916666667,1136.675784431
Flood MAR,26.400000000000,1.100000000000,1138.576174704
Flood MAR,26.450000000000,1.102083333333,1140.476503019
Flood MAR,26.500000000000,1.104166666667,1142.376769374
Flood MAR,26.550000000000,1.106250000000,1144.276973771
Flood MAR,26.600000000000,1.108333333333,1146.177116209
Flood MAR,26.650000000000,1.110416666667,1148.077196687
Flood MAR,26.700000000000,1.112500000000,1149.977215207
Flood MAR,26.750000000000,1.114583333333,1151.877171768
Flood MAR,26.800000000000,1.116666666667,1153.777066370
Flood MAR,26.850000000000,1.118750000000,1155.676899013
Flood MAR,26.900000000000,1.120833333333,1157.576669697
Flood MAR,26.950000000000,1.122916666667,1159.476378423
Flood MAR,27.000000000000,1.125000000000,1161.376025189
Flood MAR,27.004833333333,1.125201388889,1161.559654426
Flood MAR,27.050000000000,1.127083333333,1163.275605537
Flood MAR,27.100000000000,1.129166666667,1165.175113045
Flood MAR,27.150000000000,1.131250000000,1167.074547664
Flood MAR,27.200000000000,1.133333333333,1168.973909392
Flood MAR,27.250000000000,1.135416666667,1170.873198231
Flood MAR,27.300000000000,1.137500000000,1172.772414180
Flood MAR,27.350000000000,1.139583333333,1174.671557239
Flood MAR,27.400000000000,1.141666666667,1176.570627407
Flood MAR,27.450000000000,1.143750000000,1178.469624686
Flood MAR,27.500000000000,1.145833333333,1180.368549075
Flood MAR,27.550000000000,1.147916666667,1182.267400574
Flood MAR,27.600000000000,1.150000000000,1184.166179183
Flood MAR,27.650000000000,1.152083333333,1186.064884902
Flood MAR,27.700000000000,1.154166666667,1187.963517731
Flood MAR,27.750000000000,1.156250000000,1189.862077670
Flood MAR,27.800000000000,1.158333333333,1191.760564720
Flood MAR,27.850000000000,1.160416666667,1193.658978879
Flood MAR,27.900000000000,1.162500000000,1195.557320148
Flood MAR,27.950000000000,1.164583333333,1197.455588527
Flood MAR,28.000000000000,1.166666666667,1199.353784016
Flood MAR,28.004722222222,1.166863425926,1199.533054268
Flood MAR,28.050000000000,1.168750000000,1201.251918814
Flood MAR,28.100000000000,1.170833333333,1203.150010338
Flood MAR,28.150000000000,1.172916666667,1205.048058722
Flood MAR,28.200000000000,1.175000000000,1206.946063966
Flood MAR,28.250000000000,1.177083333333,1208.844026070
Flood MAR,28.300000000000,1.179166666667,1210.741945033
Flood MAR,28.350000000000,1.181250000000,1212.639820856
Flood MAR,28.400000000000,1.183333333333,1214.537653539
Flood MAR,28.450000000000,1.185416666667,1216.435443082
Flood MAR,28.500000000000,1.187500000000,1218.333189485
