time_h,segment,source_vtu,packaged_vtu
1350.088888888889,C3,drywell_formal_C3_960_1440h_6h-00065.vtu,C3_drywell_formal_C3_960_1440h_6h-00065.vtu
1356.0388888888888,C3,drywell_formal_C3_960_1440h_6h-00066.vtu,C3_drywell_formal_C3_960_1440h_6h-00066.vtu
1362.0388888888888,C3,drywell_formal_C3_960_1440h_6h-00067.vtu,C3_drywell_formal_C3_960_1440h_6h-00067.vtu
1368.0388888888888,C3,drywell_formal_C3_960_1440h_6h-00068.vtu,C3_drywell_formal_C3_960_1440h_6h-00068.vtu
1374.0388888888888,C3,drywell_formal_C3_960_1440h_6h-00069.vtu,C3_drywell_formal_C3_960_1440h_6h-00069.vtu
1380.0388888888888,C3,drywell_formal_C3_960_1440h_6h-00070.vtu,C3_drywell_formal_C3_960_1440h_6h-00070.vtu
1386.0388888888888,C3,drywell_formal_C3_960_1440h_6h-00071.vtu,C3_drywell_formal_C3_960_1440h_6h-00071.vtu
1392.025,C3,drywell_formal_C3_960_1440h_6h-00072.vtu,C3_drywell_formal_C3_960_1440h_6h-00072.vtu
1398.025,C3,drywell_formal_C3_960_1440h_6h-00073.vtu,C3_drywell_formal_C3_960_1440h_6h-00073.vtu
1404.0472222222222,C3,drywell_formal_C3_960_1440h_6h-00074.vtu,C3_drywell_formal_C3_960_1440h_6h-00074.vtu
1410.0638888888889,C3,drywell_formal_C3_960_1440h_6h-00075.vtu,C3_drywell_formal_C3_960_1440h_6h-00075.vtu
1416.0694444444443,C3,drywell_formal_C3_960_1440h_6h-00076.vtu,C3_drywell_formal_C3_960_1440h_6h-00076.vtu
1422.0694444444443,C3,drywell_formal_C3_960_1440h_6h-00077.vtu,C3_drywell_formal_C3_960_1440h_6h-00077.vtu
1428.0694444444443,C3,drywell_formal_C3_960_1440h_6h-00078.vtu,C3_drywell_formal_C3_960_1440h_6h-00078.vtu
1434.0694444444443,C3,drywell_formal_C3_960_1440h_6h-00079.vtu,C3_drywell_formal_C3_960_1440h_6h-00079.vtu
1440.0,C3,drywell_formal_C3_960_1440h_6h-00080.vtu,C3_drywell_formal_C3_960_1440h_6h-00080.vtu
