r_target_m,r_cell_m,z_m,depth_m,S_liq,S_gas,p_liq,p_gas,porosity,x^O2_liq,x^O2_gas,rhoMolar_liq,rhoMolar_gas,phase presence,O2_liq_bulk,O2_gas_bulk,O2_total_bulk
2.0,1.9333333333333333,29.833333333333332,0.15833333333333144,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,3.42693867292489e-06,0.152020649843181,55344.5755313322,40.3415913247997,3.0,0.022176597093769797,1.6196320501216577,1.6418086472154274
2.0,1.9333333333333333,29.733333333333334,0.2583333333333293,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,3.41285289764325e-06,0.151395798068395,55344.5755313322,40.3415913248288,3.0,0.022085444437423107,1.6129748626810967,1.6350603071185197
2.0,1.9333333333333333,29.633333333333336,0.3583333333333272,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,3.36769661485195e-06,0.149392643617844,55344.5755313322,40.3415913249221,3.0,0.021793226576150355,1.5916332018459025,1.613426428422053
2.0,1.9333333333333333,29.53333333333333,0.45833333333333215,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,3.3200487227318e-06,0.14727896017758,55344.5755313322,40.3415913250206,3.0,0.021484884873316755,1.5691139622121923,1.590598847085509
2.0,1.9666666666666668,29.433333333333334,0.55833333333333,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,3.29464086624596e-06,0.146151855428196,55344.5755313322,40.3415913250731,3.0,0.021320464132217855,1.5571057582114087,1.5784262223436265
2.0,1.9666666666666668,29.333333333333332,0.6583333333333314,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,3.27153467777138e-06,0.145126853780207,55344.5755313322,40.3415913251209,3.0,0.021170938073808376,1.5461853633706042,1.5673563014444125
2.0,1.9666666666666668,29.233333333333334,0.7583333333333293,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,3.21948364631836e-06,0.142817844958715,55344.5755313322,40.3415913252285,3.0,0.020834102529604263,1.5215851219259537,1.542419224455558
2.0,1.9666666666666668,29.133333333333336,0.8583333333333272,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,3.19131042463166e-06,0.141568067277304,55344.5755313322,40.3415913252867,3.0,0.020651786402643594,1.5082699572419536,1.5289217436445972
2.0,1.9666666666666668,29.03333333333333,0.9583333333333321,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,3.16611610742664e-06,0.140450435233251,55344.5755313322,40.3415913253388,3.0,0.020488747528874814,1.4963626756957515,1.5168514232246264
2.0,1.9666666666666668,28.933333333333334,1.05833333333333,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,3.14079647404175e-06,0.139327244103112,55344.5755313322,40.3415913253911,3.0,0.02032489770203813,1.4843961674983863,1.5047210652004244
2.0,1.9666666666666668,28.833333333333332,1.1583333333333314,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,3.08890761772494e-06,0.137025429448761,55344.5755313322,40.3415913254984,3.0,0.019989111634640472,1.4598725729016213,1.4798616845362618
2.0,1.9666666666666668,28.733333333333334,1.2583333333333293,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,3.0368575266022e-06,0.134716462340773,55344.5755313322,40.341591325606,3.0,0.01965228217555423,1.4352727758732924,1.4549250580488466
2.0,1.9666666666666668,28.633333333333336,1.3583333333333272,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,3.0368575266022e-06,0.134716462340773,55344.5755313322,40.341591325606,3.0,0.01965228217555423,1.4352727758732924,1.4549250580488466
2.0,1.9666666666666668,28.53333333333333,1.4583333333333321,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.98080662096882e-06,0.132230017174419,55344.5755313322,40.3415913257218,3.0,0.019289562421975603,1.4087821228868924,1.428071685308868
2.0,1.9666666666666668,28.433333333333334,1.55833333333333,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.92689031878572e-06,0.129838264045081,55344.5755313322,40.3415913258333,3.0,0.018940656233561084,1.3833003213832287,1.4022409776167897
2.0,1.9666666666666668,28.333333333333332,1.6583333333333314,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.92689031878572e-06,0.129838264045081,55344.5755313322,40.3415913258333,3.0,0.018940656233561084,1.3833003213832287,1.4022409776167897
2.0,1.9666666666666668,28.233333333333334,1.7583333333333293,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.87199173598596e-06,0.127402936474551,55344.5755313322,40.3415913259468,3.0,0.018585393455914076,1.3573542766230948,1.375939670079009
2.0,1.9666666666666668,28.133333333333336,1.8583333333333272,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.81757980366231e-06,0.124989196953498,55344.5755313322,40.3415913260592,3.0,0.018233279918030084,1.3316382315165738,1.3498715114346038
2.0,1.9666666666666668,28.03333333333333,1.9583333333333321,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.81757980366231e-06,0.124989196953498,55344.5755313322,40.3415913260592,3.0,0.018233279918030084,1.3316382315165738,1.3498715114346038
2.0,1.9333333333333333,27.933333333333334,2.05833333333333,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.76488524952495e-06,0.122651641155827,55344.5755313322,40.3415913261682,3.0,0.017892279973860472,1.3067338498267007,1.3246261298005613
2.0,1.9666666666666668,27.866666666666664,2.125,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.76488524952495e-06,0.122651641155827,55344.5755313322,40.3415913261682,3.0,0.017892279973860472,1.3067338498267007,1.3246261298005613
2.0,1.9333333333333333,27.733333333333334,2.2583333333333293,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.71764876343566e-06,0.120556207885213,55344.5755313322,40.3415913262658,3.0,0.01758660058472989,1.2844090479848367,1.3019956485695665
2.0,1.9666666666666668,27.666666666666668,2.3249999999999957,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.67806642245527e-06,0.118800316177639,55344.5755313322,40.3415913263476,3.0,0.017330453127267186,1.2657017309935163,1.2830321841207835
2.0,1.9333333333333333,27.53333333333333,2.458333333333332,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.62546954087693e-06,0.116467093181722,55344.5755313322,40.3415913264563,3.0,0.016990085247221048,1.2408435110885034,1.2578335963357246
2.0,1.9666666666666668,27.46666666666667,2.524999999999995,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.62375725490923e-06,0.116391135351609,55344.5755313322,40.3415913264599,3.0,0.016979004606556245,1.2400342543446081,1.2570132589511644
2.0,1.9333333333333333,27.333333333333332,2.6583333333333314,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.55976730881377e-06,0.11355251052715,55344.5755313322,40.3415913265921,3.0,0.01656490929057562,1.2097914699051657,1.2263563791957413
2.0,1.9666666666666668,27.266666666666666,2.724999999999998,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.50716499796488e-06,0.111219046686177,55344.5755313322,40.3415913267009,3.0,0.01622450627633042,1.1849306840302165,1.201155190306547
2.0,1.9333333333333333,27.133333333333336,2.858333333333327,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.48062887762353e-06,0.110041891608825,55344.5755313322,40.3415913267557,3.0,0.01605278425110385,1.1723892425019948,1.1884420267530986
2.0,1.9666666666666668,27.066666666666666,2.924999999999997,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.45498228309962e-06,0.108904196325103,55344.5755313322,40.3415913268087,3.0,0.015886818575068396,1.160268206665437,1.1761550252405055
2.0,1.9333333333333333,26.933333333333334,3.05833333333333,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.40405484352032e-06,0.106645030580218,55344.5755313322,40.341591326914,3.0,0.015557254081402244,1.136198994683653,1.1517562487650552
2.0,1.9666666666666668,26.866666666666664,3.125,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.40405484352032e-06,0.106645030580218,55344.5755313322,40.341591326914,3.0,0.015557254081402244,1.136198994683653,1.1517562487650552
2.0,1.9333333333333333,26.733333333333334,3.2583333333333293,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.3324046539723e-06,0.103466593667257,55344.5755313322,40.3415913270621,3.0,0.015093587369811371,1.102335843207282,1.1174294305770935
2.0,1.9666666666666668,26.666666666666668,3.3249999999999957,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.3324046539723e-06,0.103466593667257,55344.5755313322,40.3415913270621,3.0,0.015093587369811371,1.102335843207282,1.1174294305770935
2.0,1.9333333333333333,26.53333333333333,3.458333333333332,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.28459549213576e-06,0.101345756224711,55344.5755313322,40.3415913271609,3.0,0.014784202049374673,1.0797403846404388,1.0945245866898135
2.0,1.9666666666666668,26.46666666666667,3.524999999999995,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.25936808118253e-06,0.100226656126052,55344.5755313322,40.3415913272131,3.0,0.014620949017492653,1.0678174624002814,1.082438411417774
2.0,1.9333333333333333,26.333333333333332,3.6583333333333314,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.23526322218482e-06,0.0991573529727264,55344.5755313322,40.3415913272629,3.0,0.014464960306571805,1.0564250781412075,1.0708900384477793
2.0,1.9666666666666668,26.266666666666666,3.724999999999998,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.18756399557002e-06,0.0970413923095582,55344.5755313322,40.3415913273615,3.0,0.014156286405087015,1.033881576911445,1.0480378633165321
2.0,1.9333333333333333,26.133333333333336,3.858333333333327,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.15524077728655e-06,0.0956075187805983,55344.5755313322,40.3415913274283,3.0,0.013947114588179453,1.018605050165827,1.0325521647540066
2.0,1.9666666666666668,26.066666666666666,3.924999999999997,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.1355724908e-06,0.0947350241203903,55344.5755313322,40.341591327469,3.0,0.013819836073281262,1.0093094688311341,1.0231293049044154
2.0,1.9333333333333333,25.933333333333334,4.05833333333333,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.0909125233555e-06,0.0927538864576338,55344.5755313322,40.3415913275613,3.0,0.013530829995622965,0.9882023754363743,1.0017332054319974
2.0,1.9666666666666668,25.866666666666664,4.125,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.04734223282016e-06,0.0908210873873238,55344.5755313322,40.3415913276514,3.0,0.013248875496088242,0.9676102826921689,0.9808591581882571
2.0,1.9333333333333333,25.733333333333334,4.258333333333329,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.02859378532935e-06,0.0899893972279341,55344.5755313322,40.3415913276901,3.0,0.013127549494714971,0.9587494335952644,0.9718769830899794
2.0,1.9666666666666668,25.666666666666668,4.324999999999996,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,2.00497442466033e-06,0.0889416310142714,55344.5755313322,40.3415913277389,3.0,0.012974702567716356,0.9475865044643824,0.9605612070320988
2.0,1.9333333333333333,25.53333333333333,4.458333333333332,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.96620817411015e-06,0.0872219414711865,55344.5755313322,40.3415913278191,3.0,0.012723836240262144,0.9292648862958335,0.9419887225360957
2.0,1.9666666666666668,25.46666666666667,4.524999999999995,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.96676484969277e-06,0.08724663586811,55344.5755313322,40.3415913278179,3.0,0.012727438630408556,0.9295279810579976,0.9422554196884062
2.0,1.9333333333333333,25.333333333333332,4.658333333333331,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.90738696329814e-06,0.0846126042330116,55344.5755313322,40.3415913279407,3.0,0.012343189132961478,0.9014649379020673,0.9138081270350288
2.0,1.9666666666666668,25.266666666666666,4.724999999999998,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.86761326369849e-06,0.0828482237649347,55344.5755313322,40.3415913280229,3.0,0.012085803344905562,0.8826671814288319,0.8947529847737375
2.0,1.9333333333333333,25.133333333333336,4.858333333333327,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.8509943894921e-06,0.0821110025019813,55344.5755313322,40.3415913280572,3.0,0.011978258357205913,0.8748128064690847,0.8867910648262906
2.0,1.9666666666666668,25.066666666666666,4.924999999999997,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.81229815946106e-06,0.0803944191028453,55344.5755313322,40.3415913281372,3.0,0.011727845150449057,0.8565242812405598,0.8682521263910088
2.0,1.9333333333333333,24.933333333333334,5.05833333333333,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.78913121946658e-06,0.0793667224881776,55344.5755313322,40.3415913281851,3.0,0.011577925953408211,0.8455751741513622,0.8571531001047704
2.0,1.9666666666666668,24.866666666666664,5.125,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.76773720904283e-06,0.0784176738830578,55344.5755313322,40.3415913282293,3.0,0.011439479837305854,0.8354639850494162,0.8469034648867221
2.0,1.9333333333333333,24.733333333333334,5.258333333333329,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.72347634666412e-06,0.076454240713217,55344.5755313322,40.3415913283208,3.0,0.011153056470657834,0.8145455157926672,0.825698572263325
2.0,1.9666666666666668,24.666666666666668,5.324999999999996,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.71832517463335e-06,0.07622573224128,55344.5755313322,40.3415913283315,3.0,0.011119721918280338,0.8121109804499039,0.8232307023681843
2.0,1.9333333333333333,24.53333333333333,5.458333333333332,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.66733212607533e-06,0.0739636560505034,55344.5755313322,40.3415913284369,3.0,0.010789732852123788,0.7880107604982983,0.7988004933504221
2.0,1.9666666666666668,24.46666666666667,5.524999999999995,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.66733212607533e-06,0.0739636560505034,55344.5755313322,40.3415913284369,3.0,0.010789732852123788,0.7880107604982983,0.7988004933504221
2.0,1.9333333333333333,24.333333333333332,5.658333333333331,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.62460561722658e-06,0.0720682875421508,55344.5755313322,40.3415913285252,3.0,0.010513238679803685,0.7678174539566731,0.7783306926364768
2.0,1.9666666666666668,24.266666666666666,5.724999999999998,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.60142710510852e-06,0.0710400775825083,55344.5755313322,40.3415913285731,3.0,0.010363244596589887,0.7568628776762378,0.7672261222728277
2.0,1.9333333333333333,24.133333333333336,5.858333333333327,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.58333373006411e-06,0.0702374467523044,55344.5755313322,40.3415913286105,3.0,0.010246157736647953,0.7483116274456203,0.7585577851822682
2.0,1.9666666666666668,24.066666666666666,5.924999999999997,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.53885582542474e-06,0.0682643854832595,55344.5755313322,40.3415913287024,3.0,0.00995832983399087,0.7272905801632589,0.7372489099972498
2.0,1.9333333333333333,23.933333333333334,6.05833333333333,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.49999454266882e-06,0.0665404802657633,55344.5755313322,40.3415913287827,3.0,0.009706848528814916,0.7089240480864349,0.7186308966152498
2.0,1.9666666666666668,23.866666666666664,6.125,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.49799399166409e-06,0.0664517348597874,55344.5755313322,40.3415913287869,3.0,0.009693902451329506,0.7079785521688023,0.7176724546201318
2.0,1.9333333333333333,23.733333333333334,6.258333333333329,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.45885270152088e-06,0.0647154083797477,55344.5755313322,40.3415913288678,3.0,0.009440609146697516,0.6894796836301139,0.6989202927768114
2.0,1.9666666666666668,23.666666666666668,6.324999999999996,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.45885270152088e-06,0.0647154083797477,55344.5755313322,40.3415913288678,3.0,0.009440609146697516,0.6894796836301139,0.6989202927768114
2.0,1.9333333333333333,23.53333333333333,6.458333333333332,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.42158959927996e-06,0.0630623992195334,55344.5755313322,40.3415913289448,3.0,0.00919947007660277,0.6718684800346514,0.6810679501112542
2.0,1.9666666666666668,23.46666666666667,6.524999999999995,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.39939280178915e-06,0.0620777385935204,55344.5755313322,40.3415913289907,3.0,0.009055828919959147,0.6613778795137478,0.670433708433707
2.0,1.9333333333333333,23.333333333333332,6.658333333333331,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.3614757093163e-06,0.0603957181116753,55344.5755313322,40.3415913290691,3.0,0.008810457711719835,0.64345758852525,0.6522680462369699
2.0,1.9666666666666668,23.266666666666666,6.724999999999998,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.3614757093163e-06,0.0603957181116753,55344.5755313322,40.3415913290691,3.0,0.008810457711719835,0.64345758852525,0.6522680462369699
2.0,1.9333333333333333,23.133333333333336,6.858333333333327,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.31420454472997e-06,0.058298746486232,55344.5755313322,40.3415913291668,3.0,0.008504553909160805,0.6211163970068744,0.6296209509160352
2.0,1.9666666666666668,23.066666666666666,6.924999999999997,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.31226006333797e-06,0.0582124883552782,55344.5755313322,40.3415913291708,3.0,0.008491970672487381,0.6201974005835184,0.6286893712560058
2.0,1.9333333333333333,22.933333333333334,7.05833333333333,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.27798697041324e-06,0.0566921174482301,55344.5755313322,40.3415913292417,3.0,0.008270180717810325,0.6039993284678339,0.6122695091856442
2.0,1.9666666666666668,22.866666666666664,7.125,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.25238411221455e-06,0.0555563623289575,55344.5755313322,40.3415913292946,3.0,0.008104498070727334,0.5918989631934729,0.6000034612642002
2.0,1.9333333333333333,22.733333333333334,7.258333333333329,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.23875061329272e-06,0.0549515737512955,55344.5755313322,40.3415913293228,3.0,0.008016272210440864,0.5854555295876684,0.5934718017981093
2.0,1.9666666666666668,22.666666666666668,7.324999999999996,0.306876378568849,0.693123621431151,97079.5398145821,100000.0,0.381022,1.22048276698573e-06,0.0541412032918634,55344.5755313322,40.3415913293605,3.0,0.007898056302312209,0.5768218211409067,0.584719877443219
