elevation_m,O2_0h_g_cm3,O2_241.22028h_g_cm3,O2_481.21944h_g_cm3,O2_721.21944h_g_cm3,O2_961.21944h_g_cm3,O2_1201.2194h_g_cm3,O2_1441.2194h_g_cm3,O2_1681.2194h_g_cm3,O2_1921.2194h_g_cm3,O2_2161.2194h_g_cm3,O2_2401.2194h_g_cm3,O2_2641.2194h_g_cm3,O2_2881.2222h_g_cm3,O2_3121.2222h_g_cm3,O2_3361.2222h_g_cm3,O2_3601.2222h_g_cm3,O2_3841.2222h_g_cm3,O2_4081.2222h_g_cm3,O2_4321.2222h_g_cm3,O2_4561.2222h_g_cm3,O2_4801.2222h_g_cm3,O2_5041.2222h_g_cm3,O2_5281.2222h_g_cm3,O2_5521.2222h_g_cm3,O2_5760h_g_cm3
7.050000000000000711e+00,6.978808414714876562e-06,2.418751126802128327e-06,8.392467579669795255e-07,6.179646340327524190e-07,2.671637482571073833e-07,5.751631776676397800e-08,1.234822599157148124e-08,2.835011899699719686e-09,8.434241251391062821e-10,3.702125307404675859e-10,2.093343630647741945e-10,1.392862934828766252e-10,1.073110630525326141e-10,9.441291818668688803e-11,9.226834633631160060e-11,9.699180676743593033e-11,1.067119921376217466e-10,1.205098643498440249e-10,1.379303646217977530e-10,1.587466369907590598e-10,1.828443495347933675e-10,2.101606979305338667e-10,2.406541577799694661e-10,2.742847588616378310e-10,3.108114699589041350e-10
7.100000000000000533e+00,6.978808414714876562e-06,2.418486517998165136e-06,8.300395138706354874e-07,6.025932619431707321e-07,2.630047397216967387e-07,5.654488331285797862e-08,1.212933632752018346e-08,2.795727229562667220e-09,8.517695273657327260e-10,3.841722330581926921e-10,2.204675156227071316e-10,1.479061381179984935e-10,1.146271307598279289e-10,1.012888352636176269e-10,9.925264855135074589e-11,1.044541747514528391e-10,1.149299413568196559e-10,1.297136152124865014e-10,1.483244056685260152e-10,1.705197813887442750e-10,1.961744085208380124e-10,2.252175963119547347e-10,2.575993660821383919e-10,2.932692734433550041e-10,3.319680467401854732e-10
7.150000000000000355e+00,6.978808414714876562e-06,2.418185790710389914e-06,8.249804461351172625e-07,5.931149718333316350e-07,2.597742975067847086e-07,5.573672106411276930e-08,1.193568356028765621e-08,2.763081108722133875e-09,8.644299261702431825e-10,4.012544892455129287e-10,2.340202556970051658e-10,1.585977329100296879e-10,1.238802795087284092e-10,1.101113436710630687e-10,1.082999929674398117e-10,1.141796020001047707e-10,1.256798016680079088e-10,1.417776384290583452e-10,1.619598805722614201e-10,1.859646591203615303e-10,2.136518296749522600e-10,2.449396283547685120e-10,2.797676379348684194e-10,3.180740184210014821e-10,3.595750652930499302e-10
7.200000000000000178e+00,6.978808414714876562e-06,2.417877011569374177e-06,8.208461267208489379e-07,5.849504199047373230e-07,2.567508595441892991e-07,5.496495690563561196e-08,1.174765682626507241e-08,2.731914912258845050e-09,8.780522623405997938e-10,4.190328528780685227e-10,2.481123917128562133e-10,1.697511806497184129e-10,1.335652595698811399e-10,1.193678035088412674e-10,1.178072490763163424e-10,1.244095305220447870e-10,1.369940980899611751e-10,1.544792989656324115e-10,1.763179647039981480e-10,2.022280722615188967e-10,2.320538176432349174e-10,2.657016534322372468e-10,3.031002815090557050e-10,3.441762608577123985e-10,3.886200736228012224e-10
7.250000000000000000e+00,6.978808414714876562e-06,2.417548972296653301e-06,8.167873566058309332e-07,5.769731703087677777e-07,2.537467997757779825e-07,5.418493536864173623e-08,1.155737506681167515e-08,2.701573443764147239e-09,8.928238677989166414e-10,4.376311808456205376e-10,2.627918288698012745e-10,1.813579110458422692e-10,1.436303192163291683e-10,1.289673831771871697e-10,1.276428167385794700e-10,1.349672177032425545e-10,1.486454487719268162e-10,1.675345501093388967e-10,1.910520845005278059e-10,2.188947862450337901e-10,2.508905496280860708e-10,2.869334014702207487e-10,3.269408242746426991e-10,3.708288874651498546e-10,4.182610524540432882e-10
7.300000000000000711e+00,6.978808414714876562e-06,2.417213474518758426e-06,8.127578430321420852e-07,5.690684537275293034e-07,2.507502442323515438e-07,5.340171615359864464e-08,1.136622004651575528e-08,2.671551351996141045e-09,9.080405289328668884e-10,4.565470408180128020e-10,2.776986989781774632e-10,1.931401756018241426e-10,1.538425650604770967e-10,1.386998363414285484e-10,1.376055233766610451e-10,1.456518297514570597e-10,1.604273240515533743e-10,1.807267295675872684e-10,2.059318244825179738e-10,2.357176788811581851e-10,2.698956366660554526e-10,3.083470501921804906e-10,3.509780515076129331e-10,3.976946508905001846e-10,4.481328214551591058e-10
7.350000000000000533e+00,6.978808414714876562e-06,2.416838226654604695e-06,8.077638689534396915e-07,5.593695317786890399e-07,2.475134225843626799e-07,5.259208729599538215e-08,1.117326118319059219e-08,2.644217834158595776e-09,9.255675154930694733e-10,4.767041726979338198e-10,2.933633001853103006e-10,2.054983089417220636e-10,1.645617737571429530e-10,1.489192679938621182e-10,1.480621712680003113e-10,1.568546883110908395e-10,1.727638922564856543e-10,1.945189400136532101e-10,2.214639779681149138e-10,2.532498976764107802e-10,2.896717078628993859e-10,3.305964323484989302e-10,3.759179019880492271e-10,4.255313504450415165e-10,4.790449020905069298e-10
7.400000000000000355e+00,6.978808414714876562e-06,2.416366334531837079e-06,8.004250051086620061e-07,5.453083640117393988e-07,2.436924427185987688e-07,5.171824875822049711e-08,1.097591664203113311e-08,2.623421037588640410e-09,9.487115889325802620e-10,4.998792050286781548e-10,3.108701706089382260e-10,2.192565502290039311e-10,1.765135596287894456e-10,1.603226888996918299e-10,1.597197369613499233e-10,1.693175579697944811e-10,1.864490836109432771e-10,2.097700038967940374e-10,2.385823423352405726e-10,2.725066989120054686e-10,3.113222703992575887e-10,3.548777305523987497e-10,4.030522975064656751e-10,4.557286839301775059e-10,5.124862891017613382e-10
7.450000000000000178e+00,6.978808414714877409e-06,2.415872042103850940e-06,7.936073623674019537e-07,5.320681231079782180e-07,2.399531163443133893e-07,5.087085479687035165e-08,1.078276794380171166e-08,2.604700962813030381e-09,9.733189935341450428e-10,5.240707005770409332e-10,3.291650995022630926e-10,2.336922499555078059e-10,1.890981883480849811e-10,1.723574787159321529e-10,1.720377418804799074e-10,1.824929304445583776e-10,2.009172447174695038e-10,2.258897827853243930e-10,2.566684592365076097e-10,2.928426579280466764e-10,3.341736229409798608e-10,3.804913657236820445e-10,4.316596048743968473e-10,4.875478651740867138e-10,5.477046885069898522e-10
7.500000000000000000e+00,6.978808414714876562e-06,2.415261343831690260e-06,7.901781369755944039e-07,5.244013768623968801e-07,2.369831432165241880e-07,5.015972037269514918e-08,1.061070566367122542e-08,2.595427895988434336e-09,1.004876799159604517e-09,5.532161682261272832e-10,3.513499059808461331e-10,2.515152080042558449e-10,2.048883750331309635e-10,1.876273732727903929e-10,1.877732919335634659e-10,1.993862685366111015e-10,2.194997717924406505e-10,2.466016077368341468e-10,2.798954821963354029e-10,3.189351265135940933e-10,3.634537825597041567e-10,4.132602618035514149e-10,4.681983444610251044e-10,5.281202028287617502e-10,5.925327823466441864e-10
7.550000000000000711e+00,6.978808414714877409e-06,2.414650645559529580e-06,7.867489115837868541e-07,5.167346306168156480e-07,2.340131700887349072e-07,4.944858594851994672e-08,1.043864338354073587e-08,2.586154829163838705e-09,1.036434604785065025e-09,5.823616358752143570e-10,3.735347124594296389e-10,2.693381660530042975e-10,2.206785617181772302e-10,2.028972678296489431e-10,2.035088419866473862e-10,2.162796066286641872e-10,2.380822988674121850e-10,2.673134326883442883e-10,3.031225051561636098e-10,3.450275950991420789e-10,3.927339421784290213e-10,4.460291578834213539e-10,5.047370840476541370e-10,5.686925404834378206e-10,6.373608761862992445e-10
7.600000000000000533e+00,6.978808414714876562e-06,2.414039947287368476e-06,7.833196861919790926e-07,5.090678843712340983e-07,2.310431969609456265e-07,4.873745152434474426e-08,1.026658110341024632e-08,2.576881762339242247e-09,1.067992410410524292e-09,6.115071035243006036e-10,3.957195189380126277e-10,2.871611241017522848e-10,2.364687484032231351e-10,2.181671623865071572e-10,2.192443920397309188e-10,2.331729447207168593e-10,2.566648259423833576e-10,2.880252576398539128e-10,3.263495281159912996e-10,3.711200636846894442e-10,4.220141017971532138e-10,4.787980539632906725e-10,5.412758236342823424e-10,6.092648781381127536e-10,6.821889700259533719e-10
7.650000000000000355e+00,6.978808414714876562e-06,2.413409581976154198e-06,7.797458789041516682e-07,5.011148237843218480e-07,2.280308998511254827e-07,4.801947755154893598e-08,1.009383080273823576e-08,2.568847180513377370e-09,1.100562301189424594e-09,6.412655062452828101e-10,4.183259470616928985e-10,3.053192779207081681e-10,2.525554952213300045e-10,2.337196612875799123e-10,2.352631998086730301e-10,2.503598016701414946e-10,2.755579016429605362e-10,3.090698293673662874e-10,3.499354609505443373e-10,3.976006861169703155e-10,4.517143883112805851e-10,5.120212667904479517e-10,5.783049521279678117e-10,6.503650901597475448e-10,7.275836814641024863e-10
7.700000000000000178e+00,6.978808414714876562e-06,2.412519763799300093e-06,7.735095402027531862e-07,4.876911211610769583e-07,2.240508430755182136e-07,4.719341482667502396e-08,9.910254939122345095e-09,2.576613373702617769e-09,1.146198364300589104e-09,6.788238453699652188e-10,4.462315760350881212e-10,3.276822720360011937e-10,2.723781071004161785e-10,2.528607867608480892e-10,2.549122597053239775e-10,2.713427173779834911e-10,2.985008368795846186e-10,3.344858936699884054e-10,3.782680313098044042e-10,4.292442884593005679e-10,4.870302148768999622e-10,5.513433488017427664e-10,6.219425584978496795e-10,6.986028429956833738e-10,7.806615587951968502e-10
7.750000000000000000e+00,6.978808414714876562e-06,2.411614649599033992e-06,7.670319716329399267e-07,4.737559383631048768e-07,2.199680507128267947e-07,4.635898699170067612e-08,9.725845703252584336e-09,2.585251109941996155e-09,1.192572883897707881e-09,7.168101101156396459e-10,4.744202799451867815e-10,3.502689326414705516e-10,2.924012801547911953e-10,2.721979068785542355e-10,2.747634510492395269e-10,2.925409359763243099e-10,3.216772891533116709e-10,3.601576491020566717e-10,4.068817561609545102e-10,4.611969992316257198e-10,5.226852630197996980e-10,5.910367496032390515e-10,6.659852917066082280e-10,7.472807679778892110e-10,8.342156265718603930e-10
7.800000000000000711e+00,6.978808414714876562e-06,2.410565234616626580e-06,7.637042479260991748e-07,4.657556351262530711e-07,2.168426036949017477e-07,4.569760409450778328e-08,9.573571092685282372e-09,2.604681254431826235e-09,1.245133654966298870e-09,7.595162010718650920e-10,5.068623276863264890e-10,3.769756444647112242e-10,3.166193527297450713e-10,2.959792898896307763e-10,2.994596461490363701e-10,3.191143288154061241e-10,3.508726080152824257e-10,3.925919959374460432e-10,4.430909179494767824e-10,5.016612892152351002e-10,5.678427096305431409e-10,6.412893066496509185e-10,7.217048067510142822e-10,8.088090231580761099e-10,9.018364083865140013e-10
7.850000000000000533e+00,6.978808414714876562e-06,2.409500852857986450e-06,7.607032239261799382e-07,4.583708934480120356e-07,2.138164518667920903e-07,4.505416929727437073e-08,9.424629462986902897e-09,2.625230779959702037e-09,1.298336059712290154e-09,8.027118291027037292e-10,5.397455292758257740e-10,4.041096851196568520e-10,3.412725173500398553e-10,3.202216287407275108e-10,3.246583616509283512e-10,3.462452309685954287e-10,3.806921995115952748e-10,4.257277540250098273e-10,4.800878731466677045e-10,5.430083942436273452e-10,6.139857383666120562e-10,6.926370519991762086e-10,7.786354294433979440e-10,8.716701056018760547e-10,9.709161799462114802e-10
7.900000000000000355e+00,6.978808414714876562e-06,2.408281746660639056e-06,7.567476652911251149e-07,4.489228221673968900e-07,2.103668391706018773e-07,4.437695923407617632e-08,9.277528968558799576e-09,2.657535056151649965e-09,1.359260652852701003e-09,8.507283411020176432e-10,5.761668532306933818e-10,4.341755385644066735e-10,3.685769171155970229e-10,3.470180134205587513e-10,3.524274290907339329e-10,3.760388510421309100e-10,4.133211787587001606e-10,4.618608714073442531e-10,5.203023711932006541e-10,5.878190946094689496e-10,6.638596121335826681e-10,7.480010456877375076e-10,8.398821008905755759e-10,9.391598211493897081e-10,1.044945020891922736e-09
7.950000000000000178e+00,6.978808414714876562e-06,2.407037748049315657e-06,7.526385389876981591e-07,4.391427978025705286e-07,2.068490991422392153e-07,4.369431533049971450e-08,9.130724680093485724e-09,2.691730462937849561e-09,1.421427608944449735e-09,8.995204477034345145e-10,6.131573982301045755e-10,4.647130686122479449e-10,3.963078535248521159e-10,3.742252987093328333e-10,3.806100205028206344e-10,4.062608551339185609e-10,4.464021385946299092e-10,4.984762106611837554e-10,5.610345147342742535e-10,6.331870259448091544e-10,7.143337125988457028e-10,8.040111823975433852e-10,9.018231479208456155e-10,1.007394201549621824e-09,1.119770079196592451e-09
8.000000000000000000e+00,6.978808414714876562e-06,2.405793749437992259e-06,7.485294126842712033e-07,4.293627734377441673e-07,2.033313591138765534e-07,4.301167142692324606e-08,8.983920391628166909e-09,2.725925869724049158e-09,1.483594565036198261e-09,9.483125543048513859e-10,6.501479432295159760e-10,4.952505986600892162e-10,4.240387899341073640e-10,4.014325839981070188e-10,4.087926119149072842e-10,4.364828592257062635e-10,4.794830984305597612e-10,5.350915499150232578e-10,6.017666582753479562e-10,6.785549572801495661e-10,7.648078130641085308e-10,8.600213191073492628e-10,9.637641949511156551e-10,1.075628581949853527e-09,1.194595137501261958e-09
8.050000000000000711e+00,6.978808414714876562e-06,2.404522456409657059e-06,7.444482614993840143e-07,4.196344341801110710e-07,1.998285733104386291e-07,4.232699644082109649e-08,8.838172282040831708e-09,2.762384221591348994e-09,1.547241235641635259e-09,9.980370971563535468e-10,6.878523060358187121e-10,5.264156658574713994e-10,4.523718368483052650e-10,4.292515718488746129e-10,4.376195105922472290e-10,4.673984135133175188e-10,5.133196034764406796e-10,5.725346510449498886e-10,6.434071757021303253e-10,7.249189205299742690e-10,8.163715519806225817e-10,9.172198250659661119e-10,1.026996533426947364e-09,1.145260757149074360e-09,1.270926890382544435e-09
8.099999999999999645e+00,6.978808414714876562e-06,2.402912151149088845e-06,7.407145772480836681e-07,4.105480534429761672e-07,1.965115275127635023e-07,4.161709425090731701e-08,8.705542516725332332e-09,2.826949642498753080e-09,1.629266804764411966e-09,1.059343030239334203e-09,7.344226932754603003e-10,5.653751024961072011e-10,4.881834397705694466e-10,4.646682545290684388e-10,4.744490731162496644e-10,5.069282569410351503e-10,5.565404111094082162e-10,6.202590269588947841e-10,6.963302150659517717e-10,7.836541684478874425e-10,8.814692221594674821e-10,9.891785551238841157e-10,1.106267448408410575e-09,1.232254341269430098e-09,1.365972649556275303e-09
8.150000000000000355e+00,6.978808414714876562e-06,2.401078757070100971e-06,7.373303492456570191e-07,4.023986039878091529e-07,1.936163183291463031e-07,4.092559110451070093e-08,8.598508528964842796e-09,2.917690363125893236e-09,1.725767326837726387e-09,1.130309333344047107e-09,7.888631971229943714e-10,6.114398162373150750e-10,5.308526831495436681e-10,5.070242033570446537e-10,5.185292178552053613e-10,5.541899369552212338e-10,6.081060382011864887e-10,6.770459415117249529e-10,7.591212605899713613e-10,8.531352536319357765e-10,9.582517859903544633e-10,1.073812529129393581e-09,1.199249195248388278e-09,1.334029991161628708e-09,1.476896448155319657e-09
8.200000000000001066e+00,6.978808414714877409e-06,2.399358229994970898e-06,7.343103516708254955e-07,3.949598786572588866e-07,1.907990772550664770e-07,4.027135771434314668e-08,8.491022324057329076e-09,2.999736326821259690e-09,1.816462679521984626e-09,1.197566262425901036e-09,8.405371077009494295e-10,6.551596571226096137e-10,5.713408328823261367e-10,5.472190556426204125e-10,5.603784948426636285e-10,5.990900518774948100e-10,6.571347403665820515e-10,7.310862177591789082e-10,8.189283539490257728e-10,9.193724204019491108e-10,1.031511514643709855e-09,1.154629149071153835e-09,1.288105439719018497e-09,1.431361207310898612e-09,1.583049289758102165e-09
8.250000000000000000e+00,6.978808414714876562e-06,2.397753468694927344e-06,7.316179035990288464e-07,3.881493228564771732e-07,1.880370130311304981e-07,3.965138799772338068e-08,8.382008900655575118e-09,3.072477236494703694e-09,1.901074593400885991e-09,1.260918308004220746e-09,8.892699773173638190e-10,6.963680503243003407e-10,6.094822452015693575e-10,5.850824657994036083e-10,5.998173015247538832e-10,6.414360459050766972e-10,7.034179910066879841e-10,7.821528903304411638e-10,8.755039531659278573e-10,9.820957806903442277e-10,1.100954664055687310e-09,1.231309533603211917e-09,1.372491025432758148e-09,1.523875664346466041e-09,1.684031065995595529e-09
8.300000000000000711e+00,6.978808414714876562e-06,2.396148707394884213e-06,7.289254555272320914e-07,3.813387670556952480e-07,1.852749488071944662e-07,3.903141828110358820e-08,8.272995477253816198e-09,3.145218146168150179e-09,1.985686507279790044e-09,1.324270353582542318e-09,9.380028469337799661e-10,7.375764435259925152e-10,6.476236575208138191e-10,6.229458759561882518e-10,6.392561082068455854e-10,6.837820399326599287e-10,7.497012416467956745e-10,8.332195629017051771e-10,9.320795523828316996e-10,1.044819140978741412e-09,1.170397813467667248e-09,1.307989918135272894e-09,1.456876611146500488e-09,1.616390121382036158e-09,1.785012842233092616e-09
8.349999999999999645e+00,6.978808414714875715e-06,2.394276765355694533e-06,7.262400952323772395e-07,3.747675818814924975e-07,1.825939141953904429e-07,3.833915799154972880e-08,8.180108031322569472e-09,3.272816048932895504e-09,2.115779234696444476e-09,1.423415695225891016e-09,1.017174587384993696e-09,8.066990417016056250e-10,7.130137973874243504e-10,6.886584180453698043e-10,7.080374085578821623e-10,7.576182181298089969e-10,8.301209973136911856e-10,9.214585543413807173e-10,1.029175643157703230e-09,1.151662208562193680e-09,1.287763803789236299e-09,1.436559982801959517e-09,1.597248548853672421e-09,1.769088093185398620e-09,1.950428489618697810e-09
8.400000000000000355e+00,6.978808414714876562e-06,2.391862855341438093e-06,7.235691122767320380e-07,3.686819527177716730e-07,1.800772456787918954e-07,3.750025848108972109e-08,8.119931638529335701e-09,3.511689687961263623e-09,2.338128404311067633e-09,1.595166645534463344e-09,1.158090648337665870e-09,9.324447527320758224e-10,8.336771494593335355e-10,8.108620743106899948e-10,8.363390617906075697e-10,8.953312738421657682e-10,9.797856115896002947e-10,1.085100460115503662e-09,1.208466314382371419e-09,1.348000755870936038e-09,1.502339814302465998e-09,1.670386679961325951e-09,1.851187092889679532e-09,2.043866487909004636e-09,2.246546278122177416e-09
8.450000000000001066e+00,6.978808414714876562e-06,2.389448945327181229e-06,7.208981293210866247e-07,3.625963235540508486e-07,1.775605771621933744e-07,3.666135897062972000e-08,8.059755245736101931e-09,3.750563326989631742e-09,2.560477573925690789e-09,1.766917595843035673e-09,1.299006709290338251e-09,1.058190463762546020e-09,9.543405015312428241e-10,9.330657305760100819e-10,9.646407150233331839e-10,1.033044329554522746e-09,1.129450225865509817e-09,1.248742365889626608e-09,1.387756985607039607e-09,1.544339303179678396e-09,1.716915824815696110e-09,1.904213377120692799e-09,2.105125636925686643e-09,2.318644882632610239e-09,2.542664066625656610e-09
8.500000000000000000e+00,6.978808414714876562e-06,2.387035035312923942e-06,7.182271463654415290e-07,3.565106943903301830e-07,1.750439086455949063e-07,3.582245946016973876e-08,7.999578852942868161e-09,3.989436966017990761e-09,2.782826743540306087e-09,1.938668546151601591e-09,1.439922770243005048e-09,1.183936174793011461e-09,1.075003853603147563e-09,1.055269386841325826e-09,1.092942368256054042e-09,1.170757385266874141e-09,1.279114840141413343e-09,1.412384271663743763e-09,1.567047656831701178e-09,1.740677850488413722e-09,1.931491835328917950e-09,2.138040074280050754e-09,2.359064180961684242e-09,2.593423277356206329e-09,2.838781855129125049e-09
8.550000000000000711e+00,6.978808414714876562e-06,2.384621125298667079e-06,7.155561634097961157e-07,3.504250652266094115e-07,1.725272401289963589e-07,3.498355994970973105e-08,7.939402460149632736e-09,4.228310605046358880e-09,3.005175913154928829e-09,2.110419496460173713e-09,1.580838831195677221e-09,1.309681885823481658e-09,1.195667205675056852e-09,1.177473043106645913e-09,1.221244021488779449e-09,1.308470440979230912e-09,1.428779454417322452e-09,1.576026177437866708e-09,1.746338328056369160e-09,1.937016397797156080e-09,2.146067845842147649e-09,2.371866771439417396e-09,2.613002724997690939e-09,2.868201672079812346e-09,3.134899643632604243e-09
8.599999999999999645e+00,6.978808414714876562e-06,2.382207145557319530e-06,7.128860990036984207e-07,3.443419814714486498e-07,1.700112419476337801e-07,3.414467829196890414e-08,7.879203365958289404e-09,4.467163805286062632e-09,3.227511126272957034e-09,2.282157435637861051e-09,1.721741984534760271e-09,1.435414489051508856e-09,1.316316902111555017e-09,1.299662159150982381e-09,1.349529952859222348e-09,1.446166339774108568e-09,1.578425263130898550e-09,1.739647452502285562e-09,1.925606388895096163e-09,2.133330231795575540e-09,2.360616932259715402e-09,2.605664244583761542e-09,2.866909670403525128e-09,3.142946031716267509e-09,3.430980935374436750e-09
8.650000000000000355e+00,6.978808414714875715e-06,2.379737443476536331e-06,7.109500926087466574e-07,3.402930585845063751e-07,1.680309415426227017e-07,3.332006361801929288e-08,7.800862470714883737e-09,4.689683366701683276e-09,3.438693018206365190e-09,2.443497541751518438e-09,1.852330030559315420e-09,1.550672004229309330e-09,1.426053710294123750e-09,1.410231471208896271e-09,1.465251772705267214e-09,1.570151304027628845e-09,1.713042624311486208e-09,1.886781715220845500e-09,2.086805380976600708e-09,2.309894446985680999e-09,2.553649652834447753e-09,2.816107373482209705e-09,3.095564600088890718e-09,3.390491283319848710e-09,3.697895874214246814e-09
8.700000000000001066e+00,6.978808414714876562e-06,2.378638436445235736e-06,7.094075547943530223e-07,3.361892667228490026e-07,1.659683011053737583e-07,3.285112649155105458e-08,7.868374281305509622e-09,4.955673684014216900e-09,3.672777409534086849e-09,2.639759472949747476e-09,2.028327213102588984e-09,1.719372839475456096e-09,1.596737305841284351e-09,1.589716897406337771e-09,1.658681717171221922e-09,1.781539562539662170e-09,1.945608211672294452e-09,2.143180512776448718e-09,2.369241970628885016e-09,2.620233132963828918e-09,2.893461101742107297e-09,3.186712752067025190e-09,3.498058889325183609e-09,3.825779576039192241e-09,4.166537312395906907e-09
8.750000000000000000e+00,6.978808414714876562e-06,2.377653640146342393e-06,7.078978020511405673e-07,3.320809030012503130e-07,1.638987998310685628e-07,3.241182556550108589e-08,7.948039009763039351e-09,5.225286124913728641e-09,3.908770110978465133e-09,2.838931203246920693e-09,2.208108031358087310e-09,1.892526744519729998e-09,1.772499184282529406e-09,1.774944636508116048e-09,1.858586553211494427e-09,2.000210545430003545e-09,2.186335161149556956e-09,2.408683583784133571e-09,2.661780467936786672e-09,2.941718339309068131e-09,3.245502627697958363e-09,3.570663365864895654e-09,3.915038034681047211e-09,4.276711224469450685e-09,4.651987253128541143e-09
8.800000000000000711e+00,6.978808414714875715e-06,2.376668843847449050e-06,7.063880493079279004e-07,3.279725392796514116e-07,1.618292985567633143e-07,3.197252463945111058e-08,8.027703738220572388e-09,5.494898565813250308e-09,4.144762812422851276e-09,3.038102933544100526e-09,2.387888849613591839e-09,2.065680649564009690e-09,1.948261062723780665e-09,1.960172375609900735e-09,2.058491389251773964e-09,2.218881528320352779e-09,2.427062110626828145e-09,2.674186654791827937e-09,2.954318965244699082e-09,3.263203545654318512e-09,3.597544153653821836e-09,3.954613979662779353e-09,4.332017180036925703e-09,4.727642872899723190e-09,5.137437193861193577e-09
8.849999999999999645e+00,6.978808414714877409e-06,2.375341738709152863e-06,7.045654040010023239e-07,3.231623134445017838e-07,1.594760220769099218e-07,3.143760673299825828e-08,8.100156546445210355e-09,5.793052610340773816e-09,4.406202209582319767e-09,3.255347034672997367e-09,2.581005477751583394e-09,2.249457706577822428e-09,2.133156272598796172e-09,2.153768337781644437e-09,2.266441478173865062e-09,2.445554860724117047e-09,2.675937035157359418e-09,2.948111923470866331e-09,3.255652204735545211e-09,3.593926654551777197e-09,3.959323203444507166e-09,4.348845944003762241e-09,4.759856902411264558e-09,5.190042031481076962e-09,5.634975760469051161e-09
8.900000000000000355e+00,6.978808414714876562e-06,2.372865110624657194e-06,7.028124162712894137e-07,3.181595567694047224e-07,1.569940985079351066e-07,3.092819845974741557e-08,8.303868318037449632e-09,6.151135556479213246e-09,4.688619099054551595e-09,3.489476569420209724e-09,2.792467255688937896e-09,2.453764854274255956e-09,2.340815917023140148e-09,2.372303205447148895e-09,2.501456933429195038e-09,2.701382704362852538e-09,2.956022573441570103e-09,3.255262481901624609e-09,3.592185033070133956e-09,3.961764397363355525e-09,4.360075285584576902e-09,4.783840548758137683e-09,5.230191441002340567e-09,5.696589195141185155e-09,6.178239994635958264e-09
8.950000000000001066e+00,6.978808414714876562e-06,2.370110086732294638e-06,7.011088444628397117e-07,3.132439002184480801e-07,1.545351669236816936e-07,3.041971583599124634e-08,8.529346236272272850e-09,6.522326211382272599e-09,4.978900903489765112e-09,3.730511946079882277e-09,3.010747792065756244e-09,2.665094020664529675e-09,2.555857043405442559e-09,2.598674787083412568e-09,2.744830782671585841e-09,2.966137418688466613e-09,3.245639991209108647e-09,3.572571060950729515e-09,3.939517952057083440e-09,4.341052891670148244e-09,4.772931470185463108e-09,5.231594025755903458e-09,5.713934829114616628e-09,6.217188559697858952e-09,6.736189900718197136e-09
9.000000000000000000e+00,6.978808414714875715e-06,2.367355062839932083e-06,6.994052726543900098e-07,3.083282436674915436e-07,1.520762353394283864e-07,2.991123321223509696e-08,8.754824154507087796e-09,6.893516866285317890e-09,5.269182707924968704e-09,3.971547322739546145e-09,3.229028328442566734e-09,2.876423187054795122e-09,2.770898169787737940e-09,2.825046368719667970e-09,2.988204631913967960e-09,3.230892133014070762e-09,3.535257408976636850e-09,3.889879639999822427e-09,4.286850871044020929e-09,4.720341385976926902e-09,5.185787654786335251e-09,5.679347502753653516e-09,6.197678217226876145e-09,6.737787924254514552e-09,7.294139806800415328e-09
9.050000000000000711e+00,6.978808414714876562e-06,2.363698606871193022e-06,6.977746247390472304e-07,3.036864790333259034e-07,1.496714850749123910e-07,2.942004801243399714e-08,9.038697800614375521e-09,7.298483283858092738e-09,5.583736048991426926e-09,4.234990911126147461e-09,3.469463759322711887e-09,3.110504531655006920e-09,3.009853587243211714e-09,3.076879769335095925e-09,3.258855564072185056e-09,3.524926103137650068e-09,3.856288780356896662e-09,4.240822624234793260e-09,4.670088025196611879e-09,5.137836675166476600e-09,5.639161112996688392e-09,6.169918331548262837e-09,6.726513443591797913e-09,7.305727768339892302e-09,7.901626577097097947e-09
9.099999999999999645e+00,6.978808414714877409e-06,2.359145464760952121e-06,6.962165167810092547e-07,2.993171643069151808e-07,1.473206308717970480e-07,2.894606916766584948e-08,9.380659727889437072e-09,7.737047638644682462e-09,5.922433139876165394e-09,4.520724734615279722e-09,3.731937441767459158e-09,3.367218266897294561e-09,3.272597389815144784e-09,3.354040935418824559e-09,3.556639968482198751e-09,3.848085177188173349e-09,4.208568714543535516e-09,4.625222932430416598e-09,5.089040382899200294e-09,5.593337604914455487e-09,6.132838526090832475e-09,6.703081083770320076e-09,7.300203104933735550e-09,7.920758849843970886e-09,8.558389405788708846e-09
9.150000000000000355e+00,6.978808414714877409e-06,2.354592322650710796e-06,6.946584088229711731e-07,2.949478495805042994e-07,1.449697766686816520e-07,2.847209032289768196e-08,9.722621655164515165e-09,8.175611993431287903e-09,6.261130230760917923e-09,4.806458558104422736e-09,3.994411124212215528e-09,3.623932002139591300e-09,3.535341192387086954e-09,3.631202101502563119e-09,3.854424372892223198e-09,4.171244251238708624e-09,4.560848648730185950e-09,5.009623240626054825e-09,5.507992740601804425e-09,6.048838534662450917e-09,6.626515939184993101e-09,7.236243835992396340e-09,7.873892766275693039e-09,8.535789931348069322e-09,9.215152234480342906e-09
