elevation_m,O2_0h_g_cm3,O2_241.22028h_g_cm3,O2_481.21944h_g_cm3,O2_721.21944h_g_cm3,O2_961.21944h_g_cm3,O2_1201.2194h_g_cm3,O2_1441.2194h_g_cm3,O2_1681.2194h_g_cm3,O2_1921.2194h_g_cm3,O2_2161.2194h_g_cm3,O2_2401.2194h_g_cm3,O2_2641.2194h_g_cm3,O2_2881.2222h_g_cm3,O2_3121.2222h_g_cm3,O2_3361.2222h_g_cm3,O2_3601.2222h_g_cm3,O2_3841.2222h_g_cm3,O2_4081.2222h_g_cm3,O2_4321.2222h_g_cm3,O2_4561.2222h_g_cm3,O2_4801.2222h_g_cm3,O2_5041.2222h_g_cm3,O2_5281.2222h_g_cm3,O2_5521.2222h_g_cm3,O2_5760h_g_cm3
2.645000000000000284e+01,6.978832971071824431e-06,5.854291428210554430e-06,5.413234851258730881e-06,5.041427542880087439e-06,4.814563244773409375e-06,4.873085111512580157e-06,4.908457008831577561e-06,4.915133613938862778e-06,4.908555914417034828e-06,4.896009782349935061e-06,4.881874237879295840e-06,4.868488731465040514e-06,4.856773103116601893e-06,4.846894100989969237e-06,4.838808462872695229e-06,4.832310532407987787e-06,4.827129118885287367e-06,4.823034364204668529e-06,4.819848391358883509e-06,4.817403227984796700e-06,4.815586736137363607e-06,4.814230341572466638e-06,4.813257612238540693e-06,4.812573985881992813e-06,4.812114005514486897e-06
2.650000000000000000e+01,6.978832971071823584e-06,5.874572267514215841e-06,5.436061602025456492e-06,5.066007883530717998e-06,4.840107129986123767e-06,4.899091155103988989e-06,4.933924279260061114e-06,4.940181259165972331e-06,4.933300339753814764e-06,4.920524935912057204e-06,4.906209660358869676e-06,4.892668885424462896e-06,4.880815870938551575e-06,4.870806083450308295e-06,4.862597177782953280e-06,4.855979602689273149e-06,4.850681802480826558e-06,4.846467130126469726e-06,4.843173768387446621e-06,4.840631522706436990e-06,4.838719739079951936e-06,4.837282083896166530e-06,4.836231734473733337e-06,4.835474182538293101e-06,4.834950801508462887e-06
2.655000000000000071e+01,6.978832971071823584e-06,5.894938396461873549e-06,5.458980862117002342e-06,5.090685340269825729e-06,4.865754369623954993e-06,4.925203449514945205e-06,4.959495195600865850e-06,4.965330587927632174e-06,4.958145438904000028e-06,4.945139807871847172e-06,4.930642616025780578e-06,4.916946699222497327e-06,4.904955095188181813e-06,4.894814781859502397e-06,4.886481468312069639e-06,4.879741976521302894e-06,4.874326728270415733e-06,4.869993335569924453e-06,4.866590311172484946e-06,4.863951121976173680e-06,4.861945186847198328e-06,4.860425379273859231e-06,4.859296278985762175e-06,4.858465997350084169e-06,4.857877028404013328e-06
2.660000000000000142e+01,6.978832971071823584e-06,5.915442873843873648e-06,5.482055680277906165e-06,5.115525322857309719e-06,4.891573603490349868e-06,4.951492815923085313e-06,4.985239504497517803e-06,4.990649842807535252e-06,4.983159000420950308e-06,4.969921563074828613e-06,4.955238272295609766e-06,4.941387853603069366e-06,4.929255547797070042e-06,4.918985332618067644e-06,4.910525424139590754e-06,4.903659605206893787e-06,4.898124902377465486e-06,4.893675441957333157e-06,4.890158207832358006e-06,4.887422302608050865e-06,4.885324766939669444e-06,4.883720771889386709e-06,4.882510603194128808e-06,4.881610062136934161e-06,4.880950918629812602e-06
2.665000000000000213e+01,6.978832971071825278e-06,5.935947351225877136e-06,5.505130498438810834e-06,5.140365305444792016e-06,4.917392837356745591e-06,4.977782182331226268e-06,5.010983813394171450e-06,5.015969097687440871e-06,5.008172561937900588e-06,4.994703318277811749e-06,4.979833928565439801e-06,4.965829007983643098e-06,4.953556000405959965e-06,4.943155883376634585e-06,4.934569379967112717e-06,4.927577233892486374e-06,4.921923076484516086e-06,4.917357548344741014e-06,4.913726104492231912e-06,4.910893483239928897e-06,4.908704347032141407e-06,4.907016164504914187e-06,4.905724927402496289e-06,4.904754126923785846e-06,4.904024808855611875e-06
2.670000000000000284e+01,6.978832971071824431e-06,5.956451828607878929e-06,5.528205316599715504e-06,5.165205288032275159e-06,4.943212071223140467e-06,5.004071548739367223e-06,5.036728122290824250e-06,5.041288352567344796e-06,5.033186123454850868e-06,5.019485073480793190e-06,5.004429584835269836e-06,4.990270162364215137e-06,4.977856453014849041e-06,4.967326434135200679e-06,4.958613335794633832e-06,4.951494862578078114e-06,4.945721250591566685e-06,4.941039654732149717e-06,4.937294001152106666e-06,4.934364663871806082e-06,4.932083927124613371e-06,4.930311557120441664e-06,4.928939251610863769e-06,4.927898191710636685e-06,4.927098699081410302e-06
2.675000000000000000e+01,6.978832971071824431e-06,5.977424402957681648e-06,5.551444544198379058e-06,5.190263218204990731e-06,4.969321336439155568e-06,5.030658824909594475e-06,5.062730222829406592e-06,5.066851629666290845e-06,5.058435041982452428e-06,5.044506062466549043e-06,5.029270376566877193e-06,5.014956754971343383e-06,5.002403950389292838e-06,4.991741717445126426e-06,4.982904125972642645e-06,4.975664400668502218e-06,4.969771872561253216e-06,4.964977073116905003e-06,4.961129958406045005e-06,4.958109112639136367e-06,4.955737694852892282e-06,4.953887693002239820e-06,4.952442013688062702e-06,4.951331870659766795e-06,4.950469358726115068e-06
2.680000000000000071e+01,6.978832971071824431e-06,5.998416964525856847e-06,5.574690791896639765e-06,5.215330454496480316e-06,4.995442985670275837e-06,5.057258821494349890e-06,5.088743330783537168e-06,5.092425326241788426e-06,5.083694009991872087e-06,5.069537266467966850e-06,5.054121635309258768e-06,5.039653827516963384e-06,5.026961996299652408e-06,5.016167450562001932e-06,5.007205455702078596e-06,4.999844695009512180e-06,4.993833273773072828e-06,4.988925393039151448e-06,4.984977361548333617e-06,4.981865229651024943e-06,4.979403170087368468e-06,4.977475816308342581e-06,4.975957091740514080e-06,4.974777915810568002e-06,4.973852690093964803e-06
2.685000000000000142e+01,6.978832971071824431e-06,6.019409526094032046e-06,5.597937039594903013e-06,5.240397690787969901e-06,5.021564634901396954e-06,5.083858818079106998e-06,5.114756438737670285e-06,5.117999022817286853e-06,5.108952978001292593e-06,5.094568470469386352e-06,5.078972894051642037e-06,5.064350900062585079e-06,5.051520042210013673e-06,5.040593183678877438e-06,5.031506785431516242e-06,5.024024989350524684e-06,5.017894674984893287e-06,5.012873712961399587e-06,5.008824764690623077e-06,5.005621346662915213e-06,5.003068645321846349e-06,5.001063939614447035e-06,4.999472169792967152e-06,4.998223960961370057e-06,4.997236021461817078e-06
2.690000000000000213e+01,6.978832971071824431e-06,6.040310686345157047e-06,5.621085098351194474e-06,5.265359144434514818e-06,5.047575543873409206e-06,5.110345500598598501e-06,5.140660029416339062e-06,5.143465374518995655e-06,5.134106318855525244e-06,5.119494102954645793e-06,5.103719215889057509e-06,5.088944388118222263e-06,5.075975696205600426e-06,5.064916969123466517e-06,5.055706562430475295e-06,5.048104137213502355e-06,5.041854917426397023e-06,5.036721580251780041e-06,5.032572023810919431e-06,5.029277589436920117e-06,5.026635941131479112e-06,5.024553436597343940e-06,5.022888818977696780e-06,5.021571711117617194e-06,5.020520561244969535e-06
2.695000000000000284e+01,6.978832971071824431e-06,6.060936570331357760e-06,5.643916624536225675e-06,5.289982147408081732e-06,5.073236535167995487e-06,5.136473641953971984e-06,5.166215153672481474e-06,5.168589767834434805e-06,5.158923616464981247e-06,5.144084062626241534e-06,5.128131776485274644e-06,5.113208979491782333e-06,5.100106554814486917e-06,5.088917812973398743e-06,5.079584801426523294e-06,5.071863080045697848e-06,5.065495731399314951e-06,5.060253232514587163e-06,5.056004619842227184e-06,5.052620434899308355e-06,5.049895959121877011e-06,5.047734267987519155e-06,5.045997870404868782e-06,5.044612951871537634e-06,5.043497317214608059e-06
2.700000000000000000e+01,6.978832971071824431e-06,6.082016376719689662e-06,5.666945911058915485e-06,5.314853946363707632e-06,5.099219098474841436e-06,5.162924000062703277e-06,5.192054795915892747e-06,5.193987374644318369e-06,5.184015825953820890e-06,5.168951473896523834e-06,5.152818727390984361e-06,5.137752248491278858e-06,5.124517174765879207e-06,5.113203529981424899e-06,5.103748898093063587e-06,5.095907450234087206e-06,5.089433311524045050e-06,5.084093189317263728e-06,5.079752736033094974e-06,5.076283685953748091e-06,5.073482115135916840e-06,5.071243025028026992e-06,5.069440477117411777e-06,5.067996468760429663e-06,5.066821961279320831e-06
2.705000000000000071e+01,6.978832971071824431e-06,6.102887229801257371e-06,5.689744031955725146e-06,5.339480131992553529e-06,5.124942248314459916e-06,5.189108985685795872e-06,5.217641402782717601e-06,5.219135543921462162e-06,5.208858570284316421e-06,5.193569236306636434e-06,5.177261012488859974e-06,5.162053434956535196e-06,5.148684897422874522e-06,5.137253010743237887e-06,5.127676243635160736e-06,5.119718611308446352e-06,5.113135749160305422e-06,5.107696296426710146e-06,5.103268140544791222e-06,5.099711415531127848e-06,5.096837407968643071e-06,5.094526060604245538e-06,5.092658814349125231e-06,5.091149834072747833e-06,5.089918065408955932e-06
2.710000000000000142e+01,6.978832971071824431e-06,6.123758082882823386e-06,5.712542152852535653e-06,5.364106317621400273e-06,5.150665398154078396e-06,5.215293971308888466e-06,5.243228009649543302e-06,5.244283713198605108e-06,5.233701314614812799e-06,5.218186998716750729e-06,5.201703297586734740e-06,5.186354621421790687e-06,5.172852620079868142e-06,5.161302491505050029e-06,5.151603589177257886e-06,5.143529772382805497e-06,5.136838186796565794e-06,5.131299403536155717e-06,5.126783545056486624e-06,5.123139145108508451e-06,5.120192700801370995e-06,5.117809096180464084e-06,5.115877151580838685e-06,5.114303199385066002e-06,5.113014169538591033e-06
2.715000000000000213e+01,6.978832971071824431e-06,6.144628935964391943e-06,5.735340273749344467e-06,5.388732503250246170e-06,5.176388547993696876e-06,5.241478956931981060e-06,5.268814616516369004e-06,5.269431882475748053e-06,5.258544058945308330e-06,5.242804761126863329e-06,5.226145582684610353e-06,5.210655807887047026e-06,5.197020342736862610e-06,5.185351972266863018e-06,5.175530934719355882e-06,5.167340933457163795e-06,5.160540624432826166e-06,5.154902510645602135e-06,5.150298949568181178e-06,5.146566874685888208e-06,5.143547993634098072e-06,5.141092131756682631e-06,5.139095488812552140e-06,5.137456564697384172e-06,5.136110273668226134e-06
2.720000000000000284e+01,6.978832971071824431e-06,6.165662919660526413e-06,5.758211535547163173e-06,5.413454979779131591e-06,5.202238788795488054e-06,5.267786811208075658e-06,5.294509525911656920e-06,5.294687437428537214e-06,5.283493325554442921e-06,5.267530885775274943e-06,5.250697939016206932e-06,5.235065873164623656e-06,5.221300227045224325e-06,5.209510754218770501e-06,5.199569921347524697e-06,5.191266778061044118e-06,5.184361582477825312e-06,5.178628732516152547e-06,5.173938963623357503e-06,5.170122358984212322e-06,5.167030958726310953e-06,5.164507141088658753e-06,5.162445778400052548e-06,5.160743564791395210e-06,5.159340068044641988e-06
2.725000000000000000e+01,6.978832971071824431e-06,6.186983897390255758e-06,5.781229212458949027e-06,5.438362385757180245e-06,5.228324713352136747e-06,5.294325600841995617e-06,5.320410863461888801e-06,5.320147476237336044e-06,5.308645791568116080e-06,5.292463550467295224e-06,5.275458849515217794e-06,5.259683308181022615e-06,5.245792192382324707e-06,5.233876526513385568e-06,5.223819231220422382e-06,5.215407329731622887e-06,5.208404277022748051e-06,5.202583738591982060e-06,5.197809830534703842e-06,5.193915896668105290e-06,5.190750396315082257e-06,5.188163896442149553e-06,5.186037498467495541e-06,5.184275758406930731e-06,5.182816227306451705e-06
2.730000000000000071e+01,6.978832971071824431e-06,6.208351131713886570e-06,5.804299061564729932e-06,5.463324606527299570e-06,5.254468105031698589e-06,5.320925408923690282e-06,5.346371071664947919e-06,5.345665538693658624e-06,5.333856451954782714e-06,5.317455114866428236e-06,5.300277385669245299e-06,5.284359649206423857e-06,5.270342108933575183e-06,5.258299335608084038e-06,5.248124852792282999e-06,5.239603339286554769e-06,5.232504012237605478e-06,5.226595253963976541e-06,5.221736636348747854e-06,5.217769219366381224e-06,5.214527051347583978e-06,5.211875024011799225e-06,5.209683092271777655e-06,5.207863725989177101e-06,5.206350078951576502e-06
2.735000000000000142e+01,6.978832971071824431e-06,6.229718366037517382e-06,5.827368910670512530e-06,5.488286827297418047e-06,5.280611496711260430e-06,5.347525217005384948e-06,5.372331279868007037e-06,5.371183601149982897e-06,5.359067112341450194e-06,5.342446679265560401e-06,5.325095921823271957e-06,5.309035990231825947e-06,5.294892025484826506e-06,5.282722144702781662e-06,5.272430474364144463e-06,5.263799348841486651e-06,5.256603747452463752e-06,5.250606769335971023e-06,5.245663442162792713e-06,5.241622542064657159e-06,5.238303706380085698e-06,5.235586151581449744e-06,5.233328686076059769e-06,5.231451693571423471e-06,5.229883930596702145e-06
2.740000000000000213e+01,6.978832971071825278e-06,6.251085600361148194e-06,5.850438759776294282e-06,5.513249048067537371e-06,5.306754888390823118e-06,5.374125025087079613e-06,5.398291488071066155e-06,5.396701663606305477e-06,5.384277772728117675e-06,5.367438243664693413e-06,5.349914457977299462e-06,5.333712331257227189e-06,5.319441942036078676e-06,5.307144953797480132e-06,5.296736095936006774e-06,5.287995358396418532e-06,5.280703482667322873e-06,5.274618284707964657e-06,5.269590247976837572e-06,5.265475864762933093e-06,5.262080361412586572e-06,5.259297279151099416e-06,5.256974279880341883e-06,5.255039661153669842e-06,5.253417782241826942e-06
2.745000000000000284e+01,6.978832971071824431e-06,6.272649940776396524e-06,5.873548229404752262e-06,5.538277973968574993e-06,5.333025666759897131e-06,5.400835537777650444e-06,5.424345550466044464e-06,5.422308040506698600e-06,5.409570747133193101e-06,5.392517047906840399e-06,5.374822512237968940e-06,5.358479402949872969e-06,5.344078968267378809e-06,5.331663564712880388e-06,5.321139334478817065e-06,5.312300967717238446e-06,5.304916078490553102e-06,5.298745842014757685e-06,5.293639457599785620e-06,5.289455588379547173e-06,5.285991183065619401e-06,5.283141682162501238e-06,5.280758449958609055e-06,5.278766583228944303e-06,5.277097947613069863e-06
2.750000000000000000e+01,6.978832971071824431e-06,6.294522821207832373e-06,5.896935607530473357e-06,5.563624357621328024e-06,5.359660569914977818e-06,5.427913520388762785e-06,5.450746907185197161e-06,5.448252557353536891e-06,5.435202663716801727e-06,5.417927591696805797e-06,5.400063954278123777e-06,5.383576898120221352e-06,5.369047399065465760e-06,5.356508499305576348e-06,5.345875794644426053e-06,5.336941719229969365e-06,5.329465066152987364e-06,5.323213899116787885e-06,5.318030252585463028e-06,5.313772861336496091e-06,5.310245787759668875e-06,5.307330210171780921e-06,5.304888150102498845e-06,5.302841119856306316e-06,5.301121001409117128e-06
2.755000000000000071e+01,6.978832971071824431e-06,6.316395701639268223e-06,5.920322985656196145e-06,5.588970741274081901e-06,5.386295473070060199e-06,5.454991502999875974e-06,5.477148263904350706e-06,5.474197074200376877e-06,5.460834580300412048e-06,5.443338135486772889e-06,5.425305396318279461e-06,5.408674393290570582e-06,5.394015829863554404e-06,5.381353433898274002e-06,5.370612254810036736e-06,5.361582470742701978e-06,5.354014053815422474e-06,5.347681956218820626e-06,5.342421047571142977e-06,5.338090134293445856e-06,5.334500392453719196e-06,5.331518738181063146e-06,5.329017850246389482e-06,5.326915656483669176e-06,5.325144055205165239e-06
2.760000000000000142e+01,6.978832971071824431e-06,6.338268582070704919e-06,5.943710363781918934e-06,5.614317124926836626e-06,5.412930376225144274e-06,5.482069485610989162e-06,5.503549620623506792e-06,5.500141591047217709e-06,5.486466496884023215e-06,5.468748679276740828e-06,5.450546838358435992e-06,5.433771888460921506e-06,5.418984260661644742e-06,5.406198368490971655e-06,5.395348714975647418e-06,5.386223222255435438e-06,5.378563041477858430e-06,5.372150013320852520e-06,5.366811842556821232e-06,5.362407407250397316e-06,5.358754997147770363e-06,5.355707266190345371e-06,5.353147550390281813e-06,5.350990193111033730e-06,5.349167109001215045e-06
2.765000000000000213e+01,6.978832971071824431e-06,6.359707469204859319e-06,5.966633274269881609e-06,5.639175339450379861e-06,5.439042544323863148e-06,5.508607956944887840e-06,5.529431703948763582e-06,5.525573831933149648e-06,5.511598629161992395e-06,5.493666470299637208e-06,5.475298863669323441e-06,5.458386659128770296e-06,5.443472451013441323e-06,5.430567626836205563e-06,5.419616257351010197e-06,5.410396552101449236e-06,5.402647698157985801e-06,5.396155420337289965e-06,5.390743477122509726e-06,5.386270230338484745e-06,5.382554339531088384e-06,5.379445122556374119e-06,5.376827397318143126e-06,5.374617024737185577e-06,5.372743265670688270e-06
2.770000000000000284e+01,6.978832971071824431e-06,6.380490700655818521e-06,5.988715760494849710e-06,5.663185989191064526e-06,5.464299735507089746e-06,5.534227439668020580e-06,5.554414950104237510e-06,5.550134569533396929e-06,5.535874388876511879e-06,5.517748921101797719e-06,5.499220813175039163e-06,5.482191852794878044e-06,5.467163439210871369e-06,5.454152525245360735e-06,5.443122160849394845e-06,5.433818290310318599e-06,5.426000475910415090e-06,5.419431951015242053e-06,5.413959666488061417e-06,5.409433582075492119e-06,5.405652702641045045e-06,5.402490036041237174e-06,5.399822744074847937e-06,5.397562893698189531e-06,5.395647357985208802e-06
2.775000000000000000e+01,6.978832971071824431e-06,6.402295031242174306e-06,6.011827902535642857e-06,5.688315723220823813e-06,5.490776777911687765e-06,5.561086438619027068e-06,5.580587086560419381e-06,5.575864360157895989e-06,5.561304633430937951e-06,5.542972219131567337e-06,5.524290151244345443e-06,5.507127631333500731e-06,5.491979995653474546e-06,5.478870955540841503e-06,5.467754997337767619e-06,5.458370707708554763e-06,5.450477086657318581e-06,5.443844286289493208e-06,5.438307966712510117e-06,5.433715350416578586e-06,5.429880272502414947e-06,5.426660415641012663e-06,5.423943622412461759e-06,5.421634228622292204e-06,5.419671366338551938e-06
2.780000000000000071e+01,6.978832971071824431e-06,6.424264629928448025e-06,6.035106697601939812e-06,5.713626584555163711e-06,5.517451257065128162e-06,5.588146057161899771e-06,5.606951648643258631e-06,5.601783365683597936e-06,5.586921734980206954e-06,5.568380166865824549e-06,5.549545197753900325e-06,5.532246398582231085e-06,5.516978728849302775e-06,5.503772851529863599e-06,5.492570231467595908e-06,5.483106129082375398e-06,5.475135593301676017e-06,5.468440455102526482e-06,5.462839502632752206e-06,5.458178137995332635e-06,5.454290608020665322e-06,5.451012955463910281e-06,5.448246671569074202e-06,5.445887723744944581e-06,5.443876636617782673e-06
2.785000000000000142e+01,6.978832971071824431e-06,6.446564252222969309e-06,6.058726052386571612e-06,5.739288319965424357e-06,5.544497818348966930e-06,5.615592236856698724e-06,5.633693078389228195e-06,5.628072901565056750e-06,5.612899401029075172e-06,5.594140737133706067e-06,5.575147885253259623e-06,5.557710153694720376e-06,5.542318048580500160e-06,5.529005594953757074e-06,5.517711876384370855e-06,5.508164386906904868e-06,5.500116160409072272e-06,5.493351772873482148e-06,5.487684067422206013e-06,5.482952208336570363e-06,5.479008874932957852e-06,5.475669859195061497e-06,5.472853509351905302e-06,5.470444660187685532e-06,5.468383421051574059e-06
2.790000000000000213e+01,6.978832971071824431e-06,6.468205570316464055e-06,6.081609577815001385e-06,5.764167459726440469e-06,5.570724689264609671e-06,5.642201746053278517e-06,5.659617477402457294e-06,5.653557773882969581e-06,5.638086684343635171e-06,5.619124118092323781e-06,5.599973319026799328e-06,5.582406561794019368e-06,5.566898203261127928e-06,5.553484501012596926e-06,5.542104063995223767e-06,5.532475709447952367e-06,5.524355628901415400e-06,5.517521531000107969e-06,5.511790330160537066e-06,5.506999924731532489e-06,5.502997574511722637e-06,5.499605439982707901e-06,5.496739085861799737e-06,5.494280554012446765e-06,5.492173293065540139e-06
2.795000000000000284e+01,6.978832971071824431e-06,6.489701993430975255e-06,6.104210065507141835e-06,5.788792592152782485e-06,5.596749008909931106e-06,5.668566265968843220e-06,5.685290559162226892e-06,5.678798767721429849e-06,5.663040156773372642e-06,5.643883348868992726e-06,5.624581984066921725e-06,5.606893869787230881e-06,5.591287448693700861e-06,5.577789529526479058e-06,5.566333966524405021e-06,5.556637058516831388e-06,5.548455698139784497e-06,5.541558993846103142e-06,5.535771276740140772e-06,5.530929108859976440e-06,5.526874484035789423e-06,5.523437139497512071e-06,5.520523026212236184e-06,5.518022178777051218e-06,5.515872173360000603e-06
2.800000000000000000e+01,6.978832971071824431e-06,6.511377292227707266e-06,6.126953376084807711e-06,5.813587817056724820e-06,5.622979601025556894e-06,5.695126098435006817e-06,5.711149064816569768e-06,5.704223828457919554e-06,5.688176291560412764e-06,5.668824325008128003e-06,5.649374696242433718e-06,5.631565305856839297e-06,5.615865592406021437e-06,5.602287564895752501e-06,5.590759855236141423e-06,5.580998350643635518e-06,5.572758502567547497e-06,5.565801139439864354e-06,5.559958626344050142e-06,5.555063993467087544e-06,5.550960283816083963e-06,5.547478210313187236e-06,5.544517183336055444e-06,5.541977065261405981e-06,5.539784236965383652e-06
2.805000000000000071e+01,6.978832971071824431e-06,6.533052591024440971e-06,6.149696686662473586e-06,5.838383041960667154e-06,5.649210193141183530e-06,5.721685930901171261e-06,5.737007570470915185e-06,5.729648889194410106e-06,5.713312426347454580e-06,5.693765301147264127e-06,5.674167408417947405e-06,5.656236741926448560e-06,5.640443736118342012e-06,5.626785600265026791e-06,5.615185743947879519e-06,5.605359642770440495e-06,5.597061306995313038e-06,5.590043285033625565e-06,5.584145975947961207e-06,5.579198878074201188e-06,5.575046083596377656e-06,5.571519281128861554e-06,5.568511340459874703e-06,5.565931951745761590e-06,5.563696300570768396e-06
2.810000000000000142e+01,6.978832971071825278e-06,6.554678906472300102e-06,6.172391050089043400e-06,5.863123546421883712e-06,5.675380082952700594e-06,5.748185882504843185e-06,5.762808609707703129e-06,5.755016843805914754e-06,5.738391815372362924e-06,5.718650073971409179e-06,5.698903025014032840e-06,5.680851719201306683e-06,5.664964631384510708e-06,5.651225963531774531e-06,5.639553238859362529e-06,5.629661823853100849e-06,5.621305376828824164e-06,5.614225589283205400e-06,5.608273473889171954e-06,5.603274833205578148e-06,5.599071943069528563e-06,5.595500519768113108e-06,5.592445568394810676e-06,5.589826683544756275e-06,5.587548355567404122e-06
2.815000000000000213e+01,6.978832971071824431e-06,6.576202613558247103e-06,6.194985743937890397e-06,5.887761014544019630e-06,5.701443589731397486e-06,5.774577093369959818e-06,5.788503556146754725e-06,5.780280780771619598e-06,5.763370658366430505e-06,5.743435971640559429e-06,5.723539344332575543e-06,5.705370005200931435e-06,5.689390518964805910e-06,5.675571542177830995e-06,5.663826906279218344e-06,5.653871259654982008e-06,5.645456647906835547e-06,5.638316402490869011e-06,5.632310630835823389e-06,5.627261573890444809e-06,5.623008086426471873e-06,5.619392550194511177e-06,5.616292821095482659e-06,5.613632864891831376e-06,5.611311763426144355e-06
2.820000000000000284e+01,6.978832971071824431e-06,6.597336001952150549e-06,6.217121749463382251e-06,5.911971644984795603e-06,5.727111138908564956e-06,5.800515869478913758e-06,5.813761195062682220e-06,5.805117393658111993e-06,5.787942192904908005e-06,5.767822648713675298e-06,5.747787732511709774e-06,5.729529316846702592e-06,5.713469859634258746e-06,5.699579736730178613e-06,5.687773147647410247e-06,5.677763820459100885e-06,5.669295491493472850e-06,5.662107819201100080e-06,5.656050416573756045e-06,5.650961816362906352e-06,5.646654794333263202e-06,5.643000922014460304e-06,5.639862431224281384e-06,5.637158353420795819e-06,5.634805471582711100e-06
2.825000000000000000e+01,6.978832971071824431e-06,6.618430847526385880e-06,6.239223261865567627e-06,5.936145732739634348e-06,5.752739321104600747e-06,5.826413554267256325e-06,5.838979154867923214e-06,5.829914743842069000e-06,5.812477038643864228e-06,5.792172842398322065e-06,5.772000225985948295e-06,5.753652853360404512e-06,5.737514050014032428e-06,5.723553418678839243e-06,5.711684900225056392e-06,5.701621930313533802e-06,5.693099890727273489e-06,5.685865470462380414e-06,5.679755921480276898e-06,5.674628379412334350e-06,5.670267920976955351e-06,5.666575106801060443e-06,5.663399066050895308e-06,5.660649770592054406e-06,5.658265753012305128e-06
2.830000000000000071e+01,6.978832971071824431e-06,6.638699047291675900e-06,6.260447177668041071e-06,5.959363843831387705e-06,5.777406485859734700e-06,5.851337898509516823e-06,5.863234533371865939e-06,5.853769793313765333e-06,5.836074529521059251e-06,5.815597071622655533e-06,5.795298259162849659e-06,5.776861631583315124e-06,5.760657878218761982e-06,5.746639037517065552e-06,5.734718032118575822e-06,5.724604859556792184e-06,5.716035265582561639e-06,5.708758063579551273e-06,5.702605381531543007e-06,5.697435505721388542e-06,5.693037573060801917e-06,5.689305129811968504e-06,5.686089263997353538e-06,5.683305626591045346e-06,5.680889209773305749e-06
2.835000000000000142e+01,6.978832971071824431e-06,6.658810679529122823e-06,6.281407126690321185e-06,5.982276125159330275e-06,5.801788298361706561e-06,5.875996525880948294e-06,5.887210547769961816e-06,5.877350980613531690e-06,5.859383659339921396e-06,5.838726811876749038e-06,5.818300080820025434e-06,5.799774792236557639e-06,5.783503499418207980e-06,5.769423845589368252e-06,5.757460659300484145e-06,5.747289843129878647e-06,5.738673697107510913e-06,5.731349959151741866e-06,5.725168571381624200e-06,5.719951909621256540e-06,5.715510670117524670e-06,5.711742614560956553e-06,5.708487397271801417e-06,5.705670784914883849e-06,5.703225956363006569e-06
2.840000000000000213e+01,6.978832971071824431e-06,6.679343535515565872e-06,6.302808436846765001e-06,6.005714703347801492e-06,5.826731874480424223e-06,5.901175140791536578e-06,5.911704191451612701e-06,5.901444821372375808e-06,5.883216609406780224e-06,5.862386404579697701e-06,5.841842160957537883e-06,5.823236932134585203e-06,5.806902054225914147e-06,5.792769365820998102e-06,5.780760813130196410e-06,5.770544971655060376e-06,5.761885039039720224e-06,5.754519281712239175e-06,5.748301069452252962e-06,5.743042112847039074e-06,5.738564358940548014e-06,5.734756950482563599e-06,5.731465478330347526e-06,5.728617127265265799e-06,5.726138822132379937e-06
2.845000000000000284e+01,6.978832971071824431e-06,6.700005730892535181e-06,6.324337137308078683e-06,6.029335198867487113e-06,5.851876708287637603e-06,5.926515844755701843e-06,5.936364788050861144e-06,5.925707055002499321e-06,5.907232404028389344e-06,5.886236577037029405e-06,5.865589324883643437e-06,5.846909182511116979e-06,5.830517133268651444e-06,5.816341235004067752e-06,5.804290756983139693e-06,5.794039294217659039e-06,5.785336466565412538e-06,5.777936014571183719e-06,5.771676532797451176e-06,5.766383192909647722e-06,5.761870476997208392e-06,5.758019269192545930e-06,5.754701983671640621e-06,5.751818127092041074e-06,5.749305741861527929e-06
2.850000000000000000e+01,6.978832971071824431e-06,6.720704683795619770e-06,6.345892954918863192e-06,6.052988900109355633e-06,5.877057934597526795e-06,5.951889001782086640e-06,5.961056989591185930e-06,5.950001119115862386e-06,5.931278640993945611e-06,5.910117704009733488e-06,5.889368428292811802e-06,5.870616090758619529e-06,5.854165841334804878e-06,5.839946941224858138e-06,5.827853121388791745e-06,5.817567951468272317e-06,5.808823600892142779e-06,5.801387596120085930e-06,5.795086574978102408e-06,5.789757878340563906e-06,5.785213020540067688e-06,5.781318597047225094e-06,5.777973108420600835e-06,5.775055636541233292e-06,5.772509357038099710e-06
2.855000000000000071e+01,6.978832971071824431e-06,6.742509421012167211e-06,6.368619998926201954e-06,6.077957058394147254e-06,5.903702776401500204e-06,5.978710908525739167e-06,5.987156726769348142e-06,5.975686074801213873e-06,5.956703957672511050e-06,5.935378322719456116e-06,5.914530432405504465e-06,5.895716172272007637e-06,5.879211579093072978e-06,5.864951401865433849e-06,5.852816260849174465e-06,5.842500806984903790e-06,5.833719469819068944e-06,5.826248359299349906e-06,5.819910720439111930e-06,5.814547080458385941e-06,5.809969644938142204e-06,5.806040278102112123e-06,5.802659964474274476e-06,5.799711809562737021e-06,5.797135246115852192e-06
