iteration,name,t,ramp_end,volume,error_m3,error_pct,v_pre,v_ramp,v_post,low_t,low_v,high_t,high_v
bracket-1,floodmar_C3auto_i01_t1056p000000_5min,1056.0,1061.0,3769.2398938107012,-186.7696341892988,-4.721162395271633,3569.1949694042696,200.04492440643162,0.0,,,,
bracket-2,floodmar_C3auto_i02_t1060p000000_5min,1060.0,1065.0,3917.7937801026983,-38.21574789730175,-0.9660175898671838,3718.2862470577875,199.50753304491082,0.0,1056.0,3769.2398938107012,,
bracket-3,floodmar_C3auto_i03_t1066p000000_5min,1066.0,1071.0,4140.055292200934,184.04576420093372,4.652308415798479,3941.17841363803,198.87687856290358,0.0,1060.0,3917.7937801026983,,
root-1,floodmar_C3auto_i06_t1061p031643_5min,1061.0316427941984,1066.0316427941984,3968.394626454422,12.38509845442195,0.31307049102794654,3756.6768961511234,211.7177303032986,0.0,1060.0,3917.7937801026983,1061.0316427941984,3968.394626454422
root-2,floodmar_C3auto_i07_t1060p779137_5min,1060.779137184171,1065.779137184171,3928.1276839170905,-27.881844082909538,-0.7047971923618062,3747.4138362694844,180.71384764760614,0.0,1060.779137184171,3928.1276839170905,1061.0316427941984,3968.394626454422
root-3,floodmar_C3auto_i08_t1060p953978_5min,1060.9539784213055,1065.9539784213055,3954.068732078659,-1.9407959213408503,-0.049059434958490584,3753.8113539684973,200.25737811016188,0.0,1060.9539784213055,3954.068732078659,1061.0316427941984,3968.394626454422
