absolute_time_h,cycle3_elapsed_h,gross_injection_rate_m3_h,cycle3_cumulative_injection_m3
493.100000000,13.100000000,22.279303362,752.686827920
493.200000000,13.200000000,22.249815024,754.913283839
493.300000000,13.300000000,22.220326686,757.136790925
493.400000000,13.400000000,22.190838348,759.357349176
493.500000000,13.500000000,22.161350010,761.574958594
493.600000000,13.600000000,22.131861672,763.789619178
493.700000000,13.700000000,22.102373334,766.001330929
493.800000000,13.800000000,22.072884996,768.210093845
493.900000000,13.900000000,22.043396658,770.415907928
494.000000000,14.000000000,22.013908320,772.618773177
494.100000000,14.100000000,21.988590218,774.818898104
494.200000000,14.200000000,21.964662194,777.016560724
494.300000000,14.300000000,21.940734171,779.211830543
494.400000000,14.400000000,21.916806147,781.404707558
494.500000000,14.500000000,21.892878123,783.595191772
494.600000000,14.600000000,21.868950100,785.783283183
494.700000000,14.700000000,21.845022076,787.968981792
494.800000000,14.800000000,21.821094052,790.152287598
494.900000000,14.900000000,21.797166029,792.333200602
495.000000000,15.000000000,21.773238005,794.511720804
495.100000000,15.100000000,21.752176830,796.687991546
495.200000000,15.200000000,21.732071272,798.862203951
495.300000000,15.300000000,21.711965713,801.034405800
495.400000000,15.400000000,21.691860155,803.204597094
495.500000000,15.500000000,21.671754596,805.372777831
495.600000000,15.600000000,21.651649038,807.538948013
495.700000000,15.700000000,21.631543479,809.703107639
495.800000000,15.800000000,21.611437921,811.865256709
495.900000000,15.900000000,21.591332362,814.025395223
496.000000000,16.000000000,21.571226803,816.183523181
496.100000000,16.100000000,21.552056314,818.339687337
496.200000000,16.200000000,21.533197513,820.493950028
496.300000000,16.300000000,21.514338713,822.646326840
496.400000000,16.400000000,21.495479913,824.796817771
496.500000000,16.500000000,21.476621112,826.945422822
496.600000000,16.600000000,21.457762312,829.092141993
496.700000000,16.700000000,21.438903512,831.236975285
496.800000000,16.800000000,21.420044711,833.379922696
496.900000000,16.900000000,21.401185911,835.520984227
497.000000000,17.000000000,21.382327111,837.660159878
497.100000000,17.100000000,21.365767013,839.797564584
497.200000000,17.200000000,21.349973149,841.933351592
497.300000000,17.300000000,21.334179285,844.067559214
497.400000000,17.400000000,21.318385421,846.200187449
497.500000000,17.500000000,21.302591558,848.331236298
497.600000000,17.600000000,21.286797694,850.460705761
497.700000000,17.700000000,21.271003830,852.588595837
497.800000000,17.800000000,21.255209966,854.714906527
497.900000000,17.900000000,21.239416102,856.839637830
498.000000000,18.000000000,21.223622238,858.962789747
498.100000000,18.100000000,21.208281423,861.084384930
498.200000000,18.200000000,21.193091623,863.204453583
498.300000000,18.300000000,21.177901824,865.323003255
498.400000000,18.400000000,21.162712024,867.440033947
498.500000000,18.500000000,21.147522225,869.555545660
498.600000000,18.600000000,21.132332425,871.669538392
498.700000000,18.700000000,21.117142626,873.782012145
498.800000000,18.800000000,21.101952826,875.892966918
498.900000000,18.900000000,21.086763027,878.002402710
499.000000000,19.000000000,21.071573227,880.110319523
499.100000000,19.100000000,21.056052617,882.216700815
499.200000000,19.200000000,21.040421737,884.321524533
499.300000000,19.300000000,21.024790857,886.424785163
499.400000000,19.400000000,21.009159977,888.526482704
499.500000000,19.500000000,20.993529096,890.626617158
499.600000000,19.600000000,20.977898216,892.725188524
499.700000000,19.700000000,20.962267336,894.822196801
499.800000000,19.800000000,20.946636456,896.917641991
499.900000000,19.900000000,20.931005575,899.011524092
500.000000000,20.000000000,20.915374695,901.103843106
500.100000000,20.100000000,20.899940866,903.194608884
500.200000000,20.200000000,20.884572720,905.283834563
500.300000000,20.300000000,20.869204575,907.371523428
500.400000000,20.400000000,20.853836429,909.457675478
500.500000000,20.500000000,20.838468284,911.542290714
500.600000000,20.600000000,20.823100138,913.625369135
500.700000000,20.700000000,20.807731993,915.706910742
500.800000000,20.800000000,20.792363847,917.786915534
500.900000000,20.900000000,20.776995702,919.865383511
501.000000000,21.000000000,20.761627556,921.942314674
501.100000000,21.100000000,20.747025204,924.017747312
501.200000000,21.200000000,20.732678116,926.091732478
501.300000000,21.300000000,20.718331028,928.164282935
501.400000000,21.400000000,20.703983940,930.235398683
501.500000000,21.500000000,20.689636852,932.305079723
501.600000000,21.600000000,20.675289764,934.373326054
501.700000000,21.700000000,20.660942677,936.440137676
501.800000000,21.800000000,20.646595589,938.505514589
501.900000000,21.900000000,20.632248501,940.569456794
502.000000000,22.000000000,20.617901413,942.631964289
502.100000000,22.100000000,20.604113597,944.693065040
502.200000000,22.200000000,20.590512205,946.752796330
502.300000000,22.300000000,20.576910813,948.811167481
502.400000000,22.400000000,20.563309421,950.868178493
502.500000000,22.500000000,20.549708029,952.923829365
502.600000000,22.600000000,20.536106637,954.978120098
502.700000000,22.700000000,20.522505245,957.031050692
502.800000000,22.800000000,20.508903853,959.082621147
502.900000000,22.900000000,20.495302461,961.132831463
503.000000000,23.000000000,20.481701069,963.181681639
503.100000000,23.100000000,20.468704283,965.229201907
503.200000000,23.200000000,20.455909033,967.275432573
503.300000000,23.300000000,20.443113782,969.320383714
503.400000000,23.400000000,20.430318532,971.364055329
503.500000000,23.500000000,20.417523281,973.406447420
503.600000000,23.600000000,20.404728031,975.447559986
503.700000000,23.700000000,20.391932781,977.487393026
503.800000000,23.800000000,20.379137530,979.525946542
503.900000000,23.900000000,20.366342280,981.563220532
504.000000000,24.000000000,20.353547029,983.599214998
504.100000000,24.100000000,20.340897143,985.633937206
504.200000000,24.200000000,20.328295712,987.667396849
504.300000000,24.300000000,20.315694281,989.699596349
504.400000000,24.400000000,20.303092850,991.730535705
504.500000000,24.500000000,20.290491419,993.760214919
504.600000000,24.600000000,20.277889988,995.788633989
504.700000000,24.700000000,20.265288557,997.815792916
504.800000000,24.800000000,20.252687126,999.841691701
504.900000000,24.900000000,20.240085695,1001.866330342
505.000000000,25.000000000,20.227484264,1003.889708840
505.100000000,25.100000000,20.215034261,1005.911834766
505.200000000,25.200000000,20.202634734,1007.932718216
505.300000000,25.300000000,20.190235206,1009.952361713
505.400000000,25.400000000,20.177835679,1011.970765257
505.500000000,25.500000000,20.165436152,1013.987928848
505.600000000,25.600000000,20.153036625,1016.003852487
505.700000000,25.700000000,20.140637097,1018.018536173
505.800000000,25.800000000,20.128237570,1020.031979907
505.900000000,25.900000000,20.115838043,1022.044183687
506.000000000,26.000000000,20.103438515,1024.055147515
506.100000000,26.100000000,20.089156041,1026.064777243
506.200000000,26.200000000,20.074245918,1028.072947341
506.300000000,26.300000000,20.059335795,1030.079626427
506.400000000,26.400000000,20.044425672,1032.084814500
506.500000000,26.500000000,20.029515550,1034.088511561
506.600000000,26.600000000,20.014605427,1036.090717610
506.700000000,26.700000000,19.999695304,1038.091432647
506.800000000,26.800000000,19.984785181,1040.090656671
506.900000000,26.900000000,19.969875058,1042.088389683
507.000000000,27.000000000,19.954964935,1044.084631682
507.100000000,27.100000000,19.940380479,1046.079398953
507.200000000,27.200000000,19.925904578,1048.072713206
507.300000000,27.300000000,19.911428678,1050.064579869
507.400000000,27.400000000,19.896952778,1052.054998941
507.500000000,27.500000000,19.882476877,1054.043970424
507.600000000,27.600000000,19.868000977,1056.031494317
507.700000000,27.700000000,19.853525077,1058.017570620
507.800000000,27.800000000,19.839049176,1060.002199332
507.900000000,27.900000000,19.824573276,1061.985380455
508.000000000,28.000000000,19.810097376,1063.967113987
508.100000000,28.100000000,19.796227676,1065.947430240
508.200000000,28.200000000,19.782560042,1067.926369626
508.300000000,28.300000000,19.768892409,1069.903942248
508.400000000,28.400000000,19.755224776,1071.880148108
508.500000000,28.500000000,19.741557143,1073.854987204
508.600000000,28.600000000,19.727889509,1075.828459536
508.700000000,28.700000000,19.714221876,1077.800565106
508.800000000,28.800000000,19.700554243,1079.771303912
508.900000000,28.900000000,19.686886610,1081.740675954
509.000000000,29.000000000,19.673218977,1083.708681233
509.100000000,29.100000000,19.660740902,1085.675379227
509.200000000,29.200000000,19.648659347,1087.640849240
509.300000000,29.300000000,19.636577791,1089.605111097
509.400000000,29.400000000,19.624496236,1091.568164798
509.500000000,29.500000000,19.612414681,1093.530010344
509.600000000,29.600000000,19.600333126,1095.490647734
509.700000000,29.700000000,19.588251570,1097.450076969
509.800000000,29.800000000,19.576170015,1099.408298048
509.900000000,29.900000000,19.564088460,1101.365310972
510.000000000,30.000000000,19.552006905,1103.321115740
510.100000000,30.100000000,19.540525775,1105.275742374
510.200000000,30.200000000,19.529244786,1107.229230902
510.300000000,30.300000000,19.517963798,1109.181591332
510.400000000,30.400000000,19.506682810,1111.132823662
510.500000000,30.500000000,19.495401822,1113.082927894
510.600000000,30.600000000,19.484120834,1115.031904026
510.700000000,30.700000000,19.472839845,1116.979752060
510.800000000,30.800000000,19.461558857,1118.926471995
510.900000000,30.900000000,19.450277869,1120.872063832
511.000000000,31.000000000,19.438996881,1122.816527569
511.100000000,31.100000000,19.428142430,1124.759884535
511.200000000,31.200000000,19.417430159,1126.702163164
511.300000000,31.300000000,19.406717887,1128.643370567
511.400000000,31.400000000,19.396005616,1130.583506742
511.500000000,31.500000000,19.385293344,1132.522571690
511.600000000,31.600000000,19.374581073,1134.460565411
511.700000000,31.700000000,19.363868801,1136.397487904
511.800000000,31.800000000,19.353156530,1138.333339171
511.900000000,31.900000000,19.342444258,1140.268119210
512.000000000,32.000000000,19.331731987,1142.201828022
512.100000000,32.100000000,19.321001424,1144.134464693
512.200000000,32.200000000,19.310264763,1146.066028002
512.300000000,32.300000000,19.299528103,1147.996517646
512.400000000,32.400000000,19.288791443,1149.925933623
512.500000000,32.500000000,19.278054783,1151.854275934
512.600000000,32.600000000,19.267318123,1153.781544579
512.700000000,32.700000000,19.256581462,1155.707739559
512.800000000,32.800000000,19.245844802,1157.632860872
512.900000000,32.900000000,19.235108142,1159.556908519
513.000000000,33.000000000,19.224371482,1161.479882500
513.100000000,33.100000000,19.213940834,1163.401798116
513.200000000,33.200000000,19.203612191,1165.322675767
513.300000000,33.300000000,19.193283548,1167.242520554
513.400000000,33.400000000,19.182954905,1169.161332477
513.500000000,33.500000000,19.172626262,1171.079111535
513.600000000,33.600000000,19.162297619,1172.995857729
513.700000000,33.700000000,19.151968975,1174.911571059
513.800000000,33.800000000,19.141640332,1176.826251524
513.900000000,33.900000000,19.131311689,1178.739899125
514.000000000,34.000000000,19.120983046,1180.652513862
514.100000000,34.100000000,19.109171964,1182.564021613
514.200000000,34.200000000,19.096866735,1184.474323548
514.300000000,34.300000000,19.084561506,1186.383394960
514.400000000,34.400000000,19.072256278,1188.291235849
514.500000000,34.500000000,19.059951049,1190.197846215
514.600000000,34.600000000,19.047645820,1192.103226059
514.700000000,34.700000000,19.035340591,1194.007375379
514.800000000,34.800000000,19.023035363,1195.910294177
514.900000000,34.900000000,19.010730134,1197.811982452
515.000000000,35.000000000,18.998424905,1199.712440204
515.100000000,35.100000000,18.986415492,1201.611682224
515.200000000,35.200000000,18.974504684,1203.509728232
515.300000000,35.300000000,18.962593876,1205.406583160
515.400000000,35.400000000,18.950683068,1207.302247008
515.500000000,35.500000000,18.938772260,1209.196719774
515.600000000,35.600000000,18.926861452,1211.090001460
515.700000000,35.700000000,18.914950645,1212.982092064
515.800000000,35.800000000,18.903039837,1214.872991589
515.900000000,35.900000000,18.891129029,1216.762700032
516.000000000,36.000000000,18.879218221,1218.651217394
516.100000000,36.100000000,18.868224581,1220.538589534
516.200000000,36.200000000,18.857536664,1222.424877597
516.300000000,36.300000000,18.846848747,1224.310096867
516.400000000,36.400000000,18.836160830,1226.194247346
516.500000000,36.500000000,18.825472914,1228.077329033
516.600000000,36.600000000,18.814784997,1229.959341929
516.700000000,36.700000000,18.804097080,1231.840286033
516.800000000,36.800000000,18.793409163,1233.720161345
516.900000000,36.900000000,18.782721246,1235.598967865
517.000000000,37.000000000,18.772033329,1237.476705594
517.100000000,37.100000000,18.760954880,1239.353355004
517.200000000,37.200000000,18.749746253,1241.228890061
517.300000000,37.300000000,18.738537627,1243.103304255
517.400000000,37.400000000,18.727329000,1244.976597586
517.500000000,37.500000000,18.716120374,1246.848770055
517.600000000,37.600000000,18.704911747,1248.719821661
517.700000000,37.700000000,18.693703121,1250.589752405
517.800000000,37.800000000,18.682494494,1252.458562285
517.900000000,37.900000000,18.671285867,1254.326251303
518.000000000,38.000000000,18.660077241,1256.192819459
518.100000000,38.100000000,18.649091418,1258.058277892
518.200000000,38.200000000,18.638179862,1259.922641456
518.300000000,38.300000000,18.627268307,1261.785913864
518.400000000,38.400000000,18.616356752,1263.648095117
518.500000000,38.500000000,18.605445196,1265.509185215
518.600000000,38.600000000,18.594533641,1267.369184156
518.700000000,38.700000000,18.583622086,1269.228091943
518.800000000,38.800000000,18.572710530,1271.085908574
518.900000000,38.900000000,18.561798975,1272.942634049
519.000000000,39.000000000,18.550887419,1274.798268368
519.100000000,39.100000000,18.539659474,1276.652795713
519.200000000,39.200000000,18.528326065,1278.506194990
519.300000000,39.300000000,18.516992656,1280.358460926
519.400000000,39.400000000,18.505659247,1282.209593521
519.500000000,39.500000000,18.494325838,1284.059592776
519.600000000,39.600000000,18.482992429,1285.908458689
519.700000000,39.700000000,18.471659020,1287.756191261
519.800000000,39.800000000,18.460325611,1289.602790493
519.900000000,39.900000000,18.448992202,1291.448256384
520.000000000,40.000000000,18.437658793,1293.292588933
520.100000000,40.100000000,18.425544514,1295.135749099
520.200000000,40.200000000,18.413169944,1296.977684822
520.300000000,40.300000000,18.400795375,1298.818383087
520.400000000,40.400000000,18.388420805,1300.657843896
520.500000000,40.500000000,18.376046236,1302.496067248
520.600000000,40.600000000,18.363671666,1304.333053144
520.700000000,40.700000000,18.351297096,1306.168801582
520.800000000,40.800000000,18.338922527,1308.003312563
520.900000000,40.900000000,18.326547957,1309.836586087
521.000000000,41.000000000,18.314173388,1311.668622154
521.100000000,41.100000000,18.302173543,1313.499439501
521.200000000,41.200000000,18.290298606,1315.329063108
521.300000000,41.300000000,18.278423670,1317.157499222
521.400000000,41.400000000,18.266548733,1318.984747842
521.500000000,41.500000000,18.254673797,1320.810808969
521.600000000,41.600000000,18.242798860,1322.635682602
521.700000000,41.700000000,18.230923924,1324.459368741
521.800000000,41.800000000,18.219048987,1326.281867386
521.900000000,41.900000000,18.207174051,1328.103178538
522.000000000,42.000000000,18.195299114,1329.923302197
522.100000000,42.100000000,18.183777320,1331.742256018
522.200000000,42.200000000,18.172373241,1333.560063546
522.300000000,42.300000000,18.160969162,1335.376730666
522.400000000,42.400000000,18.149565082,1337.192257379
522.500000000,42.500000000,18.138161003,1339.006643683
522.600000000,42.600000000,18.126756923,1340.819889579
522.700000000,42.700000000,18.115352844,1342.631995068
522.800000000,42.800000000,18.103948764,1344.442960148
522.900000000,42.900000000,18.092544685,1346.252784820
523.000000000,43.000000000,18.081140606,1348.061469085
523.100000000,43.100000000,18.070533560,1349.869052793
523.200000000,43.200000000,18.060192192,1351.675589081
523.300000000,43.300000000,18.049850824,1353.481091232
523.400000000,43.400000000,18.039509456,1355.285559246
523.500000000,43.500000000,18.029168088,1357.088993123
523.600000000,43.600000000,18.018826720,1358.891392863
523.700000000,43.700000000,18.008485352,1360.692758467
523.800000000,43.800000000,17.998143984,1362.493089934
523.900000000,43.900000000,17.987802616,1364.292387264
524.000000000,44.000000000,17.977461248,1366.090650457
524.100000000,44.100000000,17.967517153,1367.887899377
524.200000000,44.200000000,17.957705483,1369.684160509
524.300000000,44.300000000,17.947893813,1371.479440473
524.400000000,44.400000000,17.938082142,1373.273739271
524.500000000,44.500000000,17.928270472,1375.067056902
524.600000000,44.600000000,17.918458802,1376.859393366
524.700000000,44.700000000,17.908647132,1378.650748662
524.800000000,44.800000000,17.898835461,1380.441122792
524.900000000,44.900000000,17.889023791,1382.230515755
525.000000000,45.000000000,17.879212121,1384.018927550
525.100000000,45.100000000,17.869474896,1385.806361901
525.200000000,45.200000000,17.859762486,1387.592823770
525.300000000,45.300000000,17.850050076,1389.378314398
525.400000000,45.400000000,17.840337666,1391.162833785
525.500000000,45.500000000,17.830625256,1392.946381931
525.600000000,45.600000000,17.820912846,1394.728958836
525.700000000,45.700000000,17.811200436,1396.510564500
525.800000000,45.800000000,17.801488026,1398.291198923
525.900000000,45.900000000,17.791775616,1400.070862105
526.000000000,46.000000000,17.782063206,1401.849554046
526.100000000,46.100000000,17.772180315,1403.627266223
526.200000000,46.200000000,17.762240597,1405.403987268
526.300000000,46.300000000,17.752300879,1407.179714342
526.400000000,46.400000000,17.742361160,1408.954447444
526.500000000,46.500000000,17.732421442,1410.728186574
526.600000000,46.600000000,17.722481724,1412.500931732
526.700000000,46.700000000,17.712542006,1414.272682919
526.800000000,46.800000000,17.702602288,1416.043440134
526.900000000,46.900000000,17.692662570,1417.813203376
527.000000000,47.000000000,17.682722852,1419.581972648
527.100000000,47.100000000,17.671369890,1421.349677285
527.200000000,47.200000000,17.659545846,1423.116223071
527.300000000,47.300000000,17.647721801,1424.881586454
527.400000000,47.400000000,17.635897757,1426.645767432
527.500000000,47.500000000,17.624073713,1428.408766005
527.600000000,47.600000000,17.612249669,1430.170582174
527.700000000,47.700000000,17.600425625,1431.931215939
527.800000000,47.800000000,17.588601581,1433.690667299
527.900000000,47.900000000,17.576777537,1435.448936255
528.000000000,48.000000000,17.564953492,1437.206022807
528.100000000,48.100000000,17.552300350,1438.961885499
528.200000000,48.200000000,17.539370841,1440.716469058
528.300000000,48.300000000,17.526441332,1442.469759667
528.400000000,48.400000000,17.513511823,1444.221757325
528.500000000,48.500000000,17.500582314,1445.972462031
528.600000000,48.600000000,17.487652805,1447.721873787
528.700000000,48.700000000,17.474723296,1449.469992592
528.800000000,48.800000000,17.461793787,1451.216818446
528.900000000,48.900000000,17.448864278,1452.962351350
529.000000000,49.000000000,17.435934769,1454.706591302
529.100000000,49.100000000,17.423598500,1456.449567965
529.200000000,49.200000000,17.411459978,1458.191320889
529.300000000,49.300000000,17.399321455,1459.931859961
529.400000000,49.400000000,17.387182933,1461.671185180
529.500000000,49.500000000,17.375044411,1463.409296548
529.600000000,49.600000000,17.362905889,1465.146194063
529.700000000,49.700000000,17.350767367,1466.881877725
529.800000000,49.800000000,17.338628845,1468.616347536
529.900000000,49.900000000,17.326490323,1470.349603494
530.000000000,50.000000000,17.314351800,1472.081645600
530.100000000,50.100000000,17.302155873,1473.812470984
530.200000000,50.200000000,17.289940811,1475.542075818
530.300000000,50.300000000,17.277725749,1477.270459146
530.400000000,50.400000000,17.265510687,1478.997620968
530.500000000,50.500000000,17.253295625,1480.723561284
530.600000000,50.600000000,17.241080563,1482.448280093
530.700000000,50.700000000,17.228865501,1484.171777396
530.800000000,50.800000000,17.216650439,1485.894053193
530.900000000,50.900000000,17.204435377,1487.615107484
531.000000000,51.000000000,17.192220314,1489.334940269
531.100000000,51.100000000,17.180104031,1491.053556486
531.200000000,51.200000000,17.168020674,1492.770962721
531.300000000,51.300000000,17.155937316,1494.487160621
531.400000000,51.400000000,17.143853959,1496.202150184
531.500000000,51.500000000,17.131770602,1497.915931412
531.600000000,51.600000000,17.119687244,1499.628504305
531.700000000,51.700000000,17.107603887,1501.339868861
531.800000000,51.800000000,17.095520530,1503.050025082
531.900000000,51.900000000,17.083437172,1504.758972967
532.000000000,52.000000000,17.071353815,1506.466712516
532.100000000,52.100000000,17.060138407,1508.173287127
532.200000000,52.200000000,17.049212315,1509.878754664
532.300000000,52.300000000,17.038286223,1511.583129590
532.400000000,52.400000000,17.027360131,1513.286411908
532.500000000,52.500000000,17.016434039,1514.988601617
532.600000000,52.600000000,17.005507947,1516.689698716
532.700000000,52.700000000,16.994581855,1518.389703206
532.800000000,52.800000000,16.983655763,1520.088615087
532.900000000,52.900000000,16.972729671,1521.786434358
533.000000000,53.000000000,16.961803579,1523.483161021
533.100000000,53.100000000,16.951370818,1525.178819741
533.200000000,53.200000000,16.941102500,1526.873443407
533.300000000,53.300000000,16.930834183,1528.567040241
533.400000000,53.400000000,16.920565866,1530.259610243
533.500000000,53.500000000,16.910297549,1531.951153414
533.600000000,53.600000000,16.900029231,1533.641669753
533.700000000,53.700000000,16.889760914,1535.331159260
533.800000000,53.800000000,16.879492597,1537.019621936
533.900000000,53.900000000,16.869224280,1538.707057779
534.000000000,54.000000000,16.858955962,1540.393466792
534.100000000,54.100000000,16.848401538,1542.078834667
534.200000000,54.200000000,16.837751744,1543.763142331
534.300000000,54.300000000,16.827101951,1545.446385015
534.400000000,54.400000000,16.816452157,1547.128562721
534.500000000,54.500000000,16.805802364,1548.809675447
534.600000000,54.600000000,16.795152570,1550.489723194
534.700000000,54.700000000,16.784502777,1552.168705961
534.800000000,54.800000000,16.773852983,1553.846623749
534.900000000,54.900000000,16.763203190,1555.523476558
535.000000000,55.000000000,16.752553396,1557.199264387
535.100000000,55.100000000,16.741610541,1558.873972584
535.200000000,55.200000000,16.730569999,1560.547581611
535.300000000,55.300000000,16.719529457,1562.220086584
535.400000000,55.400000000,16.708488915,1563.891487502
535.500000000,55.500000000,16.697448374,1565.561784367
535.600000000,55.600000000,16.686407832,1567.230977177
535.700000000,55.700000000,16.675367290,1568.899065933
535.800000000,55.800000000,16.664326748,1570.566050635
535.900000000,55.900000000,16.653286206,1572.231931283
536.000000000,56.000000000,16.642245664,1573.896707876
536.100000000,56.100000000,16.630494756,1575.560344897
536.200000000,56.200000000,16.618507059,1577.222794988
