iteration,name,t,ramp_end,volume,error_m3,error_pct,v_pre,v_ramp,v_post,low_t,low_v,high_t,high_v
bracket-1,floodmar_pond5m_head5cm_C2auto_i01_t573p000000_5min,573.0,578.0,3840.9641998386987,-115.04532816130131,-2.9081155479285115,3672.312060673533,168.65213915712957,8.036295184865594e-09,,,579.163141576676,4065.0573112443026
root-1,floodmar_pond5m_head5cm_C2auto_i05_t576p164045_5min,576.1640448059552,581.1640448059552,3956.298761547478,0.28923354747803387,0.007311244966193465,3788.462792016456,167.83596952972312,1.2987584341317415e-09,573.0,3840.9641998386987,576.1640448059552,3956.298761547478
